Location,Fighter 1,Fighter 2,Fighter_1_KD,Fighter_2_KD,Fighter_1_STR,Fighter_2_STR,Fighter_1_TD,Fighter_2_TD,Fighter_1_SUB,Fighter_2_SUB,Weight_Class,Method,Round,Time,Event Name,Date,Winner,KD_diff,STR_diff,TD_diff,SUB_diff,target,Time_seconds,Fighter 1_code,Fighter 2_code,Weight_Class_code,Method_code
"Abu Dhabi, Abu Dhabi, United Arab Emirates",Muslim Salikhov,Nordine Taleb,1.0,0.0,10.0,6.0,0.0,0.0,0.0,0.0,Welterweight,KO/TKO Punch,1.0,4:26,UFC 242,2019-09-07,Muslim Salikhov,1.0,4.0,0.0,0.0,0,266,1190,1677,10,13
"Abu Dhabi, Abu Dhabi, United Arab Emirates",Omari Akhmedov,Zak Cummings,0.0,0.0,26.0,17.0,2.0,0.0,0.0,0.0,Middleweight,U-DEC,3.0,5:00,UFC 242,2019-09-07,Omari Akhmedov,0.0,9.0,2.0,0.0,0,300,1246,2289,7,69
"Abu Dhabi, Abu Dhabi, United Arab Emirates",Don Madge,Fares Ziam,0.0,0.0,21.0,10.0,3.0,0.0,0.0,0.0,Lightweight,U-DEC,3.0,5:00,UFC 242,2019-09-07,Don Madge,0.0,11.0,3.0,0.0,0,300,439,721,6,69
"Shenzhen, Guangdong, China",Zhang Weili,Jessica Andrade,1.0,0.0,29.0,4.0,0.0,0.0,0.0,0.0,Women's Strawweight,KO/TKO Punch,1.0,0:42,UFC Fight Night,2019-08-31,Zhang Weili,1.0,25.0,0.0,0.0,0,42,1697,1026,14,13
"Shenzhen, Guangdong, China",Li Jingliang,Elizeu Zaleski dos Santos,3.0,0.0,59.0,54.0,2.0,0.0,0.0,0.0,Welterweight,KO/TKO Punches,3.0,4:51,UFC Fight Night,2019-08-31,Li Jingliang,3.0,5.0,2.0,0.0,0,291,973,682,10,14
"Shenzhen, Guangdong, China",Kai Kara-France,Mark De La Rosa,1.0,0.0,91.0,60.0,1.0,1.0,0.0,0.0,Flyweight,U-DEC,3.0,5:00,UFC Fight Night,2019-08-31,Kai Kara-France,1.0,31.0,0.0,0.0,0,300,883,1463,3,69
"Shenzhen, Guangdong, China",Song Kenan,Derrick Krantz,0.0,0.0,58.0,33.0,0.0,3.0,0.0,1.0,Welterweight,U-DEC,3.0,5:00,UFC Fight Night,2019-08-31,Song Kenan,0.0,25.0,-3.0,-1.0,0,300,1497,596,10,69
"Shenzhen, Guangdong, China",Mizuki,Wu Yanan,0.0,0.0,93.0,123.0,0.0,0.0,0.0,0.0,Women's Flyweight,S-DEC,3.0,5:00,UFC Fight Night,2019-08-31,Mizuki,0.0,-30.0,0.0,0.0,0,300,1175,2249,13,32
"Shenzhen, Guangdong, China",Anthony Hernandez,JunYong Park,0.0,0.0,59.0,81.0,6.0,0.0,1.0,0.0,Middleweight,SUB Anaconda Choke,2.0,4:39,UFC Fight Night,2019-08-31,Anthony Hernandez,0.0,-22.0,6.0,1.0,0,279,104,1204,7,33
"Shenzhen, Guangdong, China",Sumudaerji,Andre Soukhamthath,0.0,0.0,93.0,23.0,1.0,0.0,0.0,0.0,Bantamweight,U-DEC,3.0,5:00,UFC Fight Night,2019-08-31,Sumudaerji,0.0,70.0,1.0,0.0,0,300,1519,120,0,69
"Shenzhen, Guangdong, China",Da Woon Jung,Khadis Ibragimov,0.0,0.0,81.0,88.0,0.0,1.0,1.0,0.0,Light Heavyweight,SUB Guillotine Choke,3.0,1:59,UFC Fight Night,2019-08-31,Da Woon Jung,0.0,-7.0,-1.0,1.0,0,119,340,1290,5,43
"Shenzhen, Guangdong, China",Damir Ismagulov,Thiago Moises,1.0,0.0,71.0,36.0,0.0,0.0,0.0,0.0,Lightweight,U-DEC,3.0,5:00,UFC Fight Night,2019-08-31,Damir Ismagulov,1.0,35.0,0.0,0.0,0,300,349,2103,6,69
"Shenzhen, Guangdong, China",Alatengheili,Batgerel Danaa,0.0,0.0,36.0,85.0,3.0,0.0,0.0,0.0,Bantamweight,U-DEC,3.0,5:00,UFC Fight Night,2019-08-31,Alatengheili,0.0,-49.0,3.0,0.0,0,300,28,203,0,69
"Shenzhen, Guangdong, China",Karol Rosa,Lara Procopio,1.0,0.0,171.0,165.0,0.0,0.0,0.0,0.0,Women's Bantamweight,S-DEC,3.0,5:00,UFC Fight Night,2019-08-31,Karol Rosa,1.0,6.0,0.0,0.0,0,300,895,1332,11,32
"Anaheim, California, USA",Stipe Miocic,Daniel Cormier,1.0,0.0,123.0,181.0,1.0,1.0,0.0,0.0,Heavyweight,KO/TKO Punches,4.0,4:09,UFC 241,2019-08-17,Stipe Miocic,1.0,-58.0,0.0,0.0,0,249,1517,508,4,14
"Anaheim, California, USA",Nate Diaz,Anthony Pettis,1.0,0.0,114.0,69.0,1.0,0.0,0.0,1.0,Welterweight,U-DEC,3.0,5:00,UFC 241,2019-08-17,Nate Diaz,1.0,45.0,1.0,-1.0,0,300,1202,151,10,69
"Anaheim, California, USA",Paulo Costa,Yoel Romero,1.0,1.0,118.0,125.0,0.0,1.0,0.0,0.0,Middleweight,U-DEC,3.0,5:00,UFC 241,2019-08-17,Paulo Costa,0.0,-7.0,-1.0,0.0,0,300,1278,2264,7,69
"Anaheim, California, USA",Sodiq Yusuff,Gabriel Benitez,1.0,0.0,34.0,24.0,0.0,0.0,0.0,0.0,Featherweight,KO/TKO Punch,1.0,4:14,UFC 241,2019-08-17,Sodiq Yusuff,1.0,10.0,0.0,0.0,0,254,1496,760,2,13
"Anaheim, California, USA",Derek Brunson,Ian Heinisch,0.0,0.0,81.0,58.0,2.0,0.0,0.0,0.0,Middleweight,U-DEC,3.0,5:00,UFC 241,2019-08-17,Derek Brunson,0.0,23.0,2.0,0.0,0,300,417,869,7,69
"Anaheim, California, USA",Khama Worthy,Devonte Smith,1.0,0.0,21.0,15.0,0.0,0.0,0.0,0.0,Lightweight,KO/TKO Punch,1.0,4:15,UFC 241,2019-08-17,Khama Worthy,1.0,6.0,0.0,0.0,0,255,930,602,6,13
"Anaheim, California, USA",Cory Sandhagen,Raphael Assuncao,0.0,0.0,62.0,45.0,0.0,4.0,0.0,0.0,Bantamweight,U-DEC,3.0,5:00,UFC 241,2019-08-17,Cory Sandhagen,0.0,17.0,-4.0,0.0,0,300,327,1783,0,69
"Anaheim, California, USA",Drakkar Klose,Christos Giagos,0.0,0.0,99.0,87.0,2.0,2.0,0.0,1.0,Lightweight,U-DEC,3.0,5:00,UFC 241,2019-08-17,Drakkar Klose,0.0,12.0,0.0,-1.0,0,300,447,418,6,69
"Anaheim, California, USA",Casey Kenney,Manny Bermudez,0.0,0.0,43.0,37.0,2.0,3.0,1.0,0.0,Catch Weight,U-DEC,3.0,5:00,UFC 241,2019-08-17,Casey Kenney,0.0,6.0,-1.0,1.0,0,300,238,1422,1,69
"Anaheim, California, USA",Hannah Cifers,Jodie Esquibel,0.0,0.0,70.0,43.0,1.0,3.0,1.0,0.0,Women's Strawweight,U-DEC,3.0,5:00,UFC 241,2019-08-17,Hannah Cifers,0.0,27.0,-2.0,1.0,0,300,595,1060,14,69
"Anaheim, California, USA",Kyung Ho Kang,Brandon Davis,1.0,0.0,50.0,77.0,3.0,1.0,0.0,0.0,Bantamweight,S-DEC,3.0,5:00,UFC 241,2019-08-17,Kyung Ho Kang,1.0,-27.0,2.0,0.0,0,300,952,256,0,32
"Anaheim, California, USA",Sabina Mazo,Shana Dobson,0.0,0.0,108.0,33.0,4.0,0.0,0.0,0.0,Women's Flyweight,U-DEC,3.0,5:00,UFC 241,2019-08-17,Sabina Mazo,0.0,75.0,4.0,0.0,0,300,1424,1994,13,69
"Montevideo, Uruguay",Valentina Shevchenko,Liz Carmouche,0.0,0.0,42.0,18.0,1.0,0.0,0.0,0.0,Women's Flyweight,U-DEC,5.0,5:00,UFC Fight Night,2019-08-10,Valentina Shevchenko,0.0,24.0,1.0,0.0,0,300,1619,1363,13,69
"Montevideo, Uruguay",Vicente Luque,Mike Perry,0.0,0.0,84.0,87.0,0.0,0.0,1.0,0.0,Welterweight,S-DEC,3.0,5:00,UFC Fight Night,2019-08-10,Vicente Luque,0.0,-3.0,0.0,1.0,0,300,1628,1576,10,32
"Montevideo, Uruguay",Eduardo Garagorri,Humberto Bandenay,0.0,0.0,65.0,32.0,1.0,4.0,0.0,0.0,Featherweight,U-DEC,3.0,5:00,UFC Fight Night,2019-08-10,Eduardo Garagorri,0.0,33.0,-3.0,0.0,0,300,476,863,2,69
"Montevideo, Uruguay",Volkan Oezdemir,Ilir Latifi,2.0,0.0,64.0,18.0,0.0,1.0,0.0,0.0,Light Heavyweight,KO/TKO Punch,2.0,4:31,UFC Fight Night,2019-08-10,Volkan Oezdemir,2.0,46.0,-1.0,0.0,0,271,1646,882,5,13
"Montevideo, Uruguay",Rodolfo Vieira,Oskar Piechota,0.0,0.0,18.0,22.0,3.0,0.0,1.0,0.0,Middleweight,SUB Arm Triangle,2.0,4:26,UFC Fight Night,2019-08-10,Rodolfo Vieira,0.0,-4.0,3.0,1.0,0,266,1379,1691,7,35
"Montevideo, Uruguay",Enrique Barzola,Bobby Moffett,0.0,0.0,83.0,90.0,3.0,0.0,0.0,0.0,Featherweight,S-DEC,3.0,5:00,UFC Fight Night,2019-08-10,Enrique Barzola,0.0,-7.0,3.0,0.0,0,300,490,236,2,32
"Montevideo, Uruguay",Gilbert Burns,Aleksei Kunchenko,0.0,0.0,42.0,47.0,3.0,0.0,0.0,0.0,Welterweight,U-DEC,3.0,5:00,UFC Fight Night,2019-08-10,Gilbert Burns,0.0,-5.0,3.0,0.0,0,300,569,49,10,69
"Montevideo, Uruguay",Ciryl Gane,Raphael Pessoa,0.0,0.0,15.0,7.0,0.0,0.0,1.0,0.0,Heavyweight,SUB Arm Triangle,1.0,4:12,UFC Fight Night,2019-08-10,Ciryl Gane,0.0,8.0,0.0,1.0,0,252,297,1784,4,35
"Montevideo, Uruguay",Marina Rodriguez,Tecia Torres,0.0,0.0,84.0,41.0,1.0,0.0,1.0,0.0,Women's Strawweight,U-DEC,3.0,5:00,UFC Fight Night,2019-08-10,Marina Rodriguez,0.0,43.0,1.0,1.0,0,300,1053,2089,14,69
"Montevideo, Uruguay",Rogerio Bontorin,Raulian Paiva,0.0,0.0,8.0,3.0,2.0,0.0,0.0,0.0,Flyweight,KO/TKO,1.0,2:56,UFC Fight Night,2019-08-10,Rogerio Bontorin,0.0,5.0,2.0,0.0,0,176,1385,1790,3,3
"Montevideo, Uruguay",Chris Gutierrez,Geraldo de Freitas,0.0,0.0,48.0,40.0,1.0,2.0,0.0,0.0,Bantamweight,S-DEC,3.0,5:00,UFC Fight Night,2019-08-10,Chris Gutierrez,0.0,8.0,-1.0,0.0,0,300,280,790,0,32
"Montevideo, Uruguay",Alex Da Silva,Kazula Vargas,0.0,0.0,17.0,20.0,3.0,0.0,0.0,0.0,Lightweight,U-DEC,3.0,5:00,UFC Fight Night,2019-08-10,Alex Da Silva,0.0,-3.0,3.0,0.0,0,300,44,1256,6,69
"Montevideo, Uruguay",Veronica Hardy,Polyana Viana,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,Women's Flyweight,SUB Armbar,1.0,1:09,UFC Fight Night,2019-08-10,Veronica Hardy,0.0,0.0,-1.0,1.0,0,69,1626,1756,13,36
"Newark, New Jersey, USA",Colby Covington,Robbie Lawler,0.0,0.0,179.0,78.0,10.0,0.0,0.0,0.0,Welterweight,U-DEC,5.0,5:00,UFC Fight Night,2019-08-03,Colby Covington,0.0,101.0,10.0,0.0,0,300,317,1842,10,69
"Newark, New Jersey, USA",Jim Miller,Clay Guida,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,Lightweight,SUB Guillotine Choke,1.0,0:58,UFC Fight Night,2019-08-03,Jim Miller,0.0,0.0,0.0,1.0,0,58,747,429,6,43
"Newark, New Jersey, USA",Nasrat Haqparast,Joaquim Silva,1.0,0.0,21.0,15.0,0.0,0.0,0.0,0.0,Lightweight,KO/TKO Punch,2.0,0:36,UFC Fight Night,2019-08-03,Nasrat Haqparast,1.0,6.0,0.0,0.0,0,36,1198,1056,6,13
"Newark, New Jersey, USA",Gerald Meerschaert,Trevin Giles,0.0,0.0,6.0,8.0,1.0,1.0,1.0,0.0,Middleweight,SUB Guillotine Choke,3.0,1:49,UFC Fight Night,2019-08-03,Gerald Meerschaert,0.0,-2.0,0.0,1.0,0,109,562,2164,7,43
"Newark, New Jersey, USA",Scott Holtzman,Dong Hyun Ma,1.0,0.0,44.0,16.0,1.0,1.0,0.0,0.0,Lightweight,KO/TKO,2.0,5:00,UFC Fight Night,2019-08-03,Scott Holtzman,1.0,28.0,0.0,0.0,0,300,1446,628,6,3
"Newark, New Jersey, USA",Kennedy Nzechukwu,Darko Stosic,0.0,0.0,50.0,60.0,0.0,4.0,0.0,0.0,Light Heavyweight,U-DEC,3.0,5:00,UFC Fight Night,2019-08-03,Kennedy Nzechukwu,0.0,-10.0,-4.0,0.0,0,300,913,537,5,69
"Newark, New Jersey, USA",Mickey Gall,Salim Touahri,0.0,0.0,50.0,48.0,1.0,0.0,0.0,0.0,Welterweight,U-DEC,3.0,5:00,UFC Fight Night,2019-08-03,Mickey Gall,0.0,2.0,1.0,0.0,0,300,1138,1935,10,69
"Newark, New Jersey, USA",Antonina Shevchenko,Lucie Pudilova,0.0,0.0,16.0,6.0,0.0,1.0,3.0,0.0,Women's Flyweight,SUB Rear Naked Choke,2.0,1:20,UFC Fight Night,2019-08-03,Antonina Shevchenko,0.0,10.0,-1.0,3.0,0,80,115,1380,13,58
"Newark, New Jersey, USA",Matt Schnell,Jordan Espinosa,0.0,0.0,3.0,5.0,0.0,0.0,1.0,0.0,Flyweight,SUB Triangle Choke,1.0,1:23,UFC Fight Night,2019-08-03,Matt Schnell,0.0,-2.0,0.0,1.0,0,83,1098,1136,3,66
"Newark, New Jersey, USA",Lauren Murphy,Mara Romero Borella,1.0,0.0,24.0,22.0,0.0,1.0,0.0,0.0,Women's Flyweight,KO/TKO Knee,3.0,1:46,UFC Fight Night,2019-08-03,Lauren Murphy,1.0,2.0,-1.0,0.0,0,106,959,1426,13,11
"Newark, New Jersey, USA",Claudio Silva,Cole Williams,0.0,0.0,32.0,2.0,1.0,0.0,1.0,0.0,Welterweight,SUB Neck Crank,1.0,2:35,UFC Fight Night,2019-08-03,Claudio Silva,0.0,30.0,1.0,1.0,0,155,302,446,10,50
"Newark, New Jersey, USA",Miranda Granger,Hannah Goldy,0.0,0.0,61.0,55.0,0.0,0.0,0.0,0.0,Women's Flyweight,U-DEC,3.0,5:00,UFC Fight Night,2019-08-03,Miranda Granger,0.0,6.0,0.0,0.0,0,300,1168,833,13,69
"Edmonton, Alberta, Canada",Max Holloway,Frankie Edgar,0.0,0.0,129.0,96.0,0.0,1.0,0.0,0.0,Featherweight,U-DEC,5.0,5:00,UFC 240,2019-07-27,Max Holloway,0.0,33.0,-1.0,0.0,0,300,1109,752,2,69
"Edmonton, Alberta, Canada",Cristiane Justino,Felicia Spencer,0.0,0.0,122.0,38.0,0.0,0.0,0.0,0.0,Women's Featherweight,U-DEC,3.0,5:00,UFC 240,2019-07-27,Cristiane Justino,0.0,84.0,0.0,0.0,0,300,330,723,12,69
"Edmonton, Alberta, Canada",Geoff Neal,Niko Price,0.0,1.0,41.0,24.0,2.0,0.0,0.0,0.0,Welterweight,KO/TKO Punches,2.0,2:39,UFC 240,2019-07-27,Geoff Neal,-1.0,17.0,2.0,0.0,0,159,556,1669,10,14
"Edmonton, Alberta, Canada",Arman Tsarukyan,Olivier Aubin-Mercier,0.0,0.0,47.0,23.0,2.0,0.0,0.0,0.0,Lightweight,U-DEC,3.0,5:00,UFC 240,2019-07-27,Arman Tsarukyan,0.0,24.0,2.0,0.0,0,300,126,1685,6,69
"Edmonton, Alberta, Canada",Krzysztof Jotko,Marc-Andre Barriault,0.0,0.0,40.0,39.0,1.0,1.0,0.0,0.0,Middleweight,S-DEC,3.0,5:00,UFC 240,2019-07-27,Krzysztof Jotko,0.0,1.0,0.0,0.0,0,300,938,1428,7,32
"Edmonton, Alberta, Canada",Viviane Araujo,Alexis Davis,0.0,0.0,67.0,68.0,2.0,0.0,0.0,0.0,Women's Flyweight,U-DEC,3.0,5:00,UFC 240,2019-07-27,Viviane Araujo,0.0,-1.0,2.0,0.0,0,300,1643,86,13,69
"Edmonton, Alberta, Canada",Hakeem Dawodu,Yoshinori Horie,1.0,0.0,80.0,39.0,0.0,0.0,0.0,0.0,Featherweight,KO/TKO Kick,3.0,4:09,UFC 240,2019-07-27,Hakeem Dawodu,1.0,41.0,0.0,0.0,0,249,594,2271,2,9
"Edmonton, Alberta, Canada",Gavin Tucker,SeungWoo Choi,0.0,0.0,37.0,23.0,5.0,2.0,2.0,0.0,Featherweight,SUB Rear Naked Choke,3.0,3:17,UFC 240,2019-07-27,Gavin Tucker,0.0,14.0,3.0,2.0,0,197,552,1990,2,58
"Edmonton, Alberta, Canada",Deiveson Figueiredo,Alexandre Pantoja,1.0,0.0,67.0,61.0,2.0,2.0,0.0,0.0,Flyweight,U-DEC,3.0,5:00,UFC 240,2019-07-27,Deiveson Figueiredo,1.0,6.0,0.0,0.0,0,300,408,85,3,69
"Edmonton, Alberta, Canada",Gillian Robertson,Sarah Frota,0.0,0.0,29.0,9.0,2.0,0.0,0.0,0.0,Women's Flyweight,KO/TKO Elbows,2.0,4:13,UFC 240,2019-07-27,Gillian Robertson,0.0,20.0,2.0,0.0,0,253,572,1950,13,5
"Edmonton, Alberta, Canada",Erik Koch,Kyle Stewart,0.0,0.0,37.0,23.0,4.0,0.0,0.0,0.0,Welterweight,U-DEC,3.0,5:00,UFC 240,2019-07-27,Erik Koch,0.0,14.0,4.0,0.0,0,300,497,1323,10,69
"San Antonio, Texas, USA",Leon Edwards,Rafael Dos Anjos,0.0,0.0,92.0,81.0,3.0,0.0,0.0,0.0,Welterweight,U-DEC,5.0,5:00,UFC Fight Night,2019-07-20,Leon Edwards,0.0,11.0,3.0,0.0,0,300,966,1766,10,69
"San Antonio, Texas, USA",Walt Harris,Aleksei Oleinik,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,Heavyweight,KO/TKO Punch,1.0,0:12,UFC Fight Night,2019-07-20,Walt Harris,1.0,3.0,0.0,0.0,0,12,1649,50,4,13
"San Antonio, Texas, USA",Greg Hardy,Juan Adams,0.0,0.0,36.0,3.0,0.0,0.0,0.0,0.0,Heavyweight,KO/TKO Punches,1.0,0:45,UFC Fight Night,2019-07-20,Greg Hardy,0.0,33.0,0.0,0.0,0,45,583,1187,4,14
"San Antonio, Texas, USA",Dan Hooker,James Vick,1.0,0.0,22.0,7.0,0.0,0.0,0.0,0.0,Lightweight,KO/TKO Punch,1.0,2:33,UFC Fight Night,2019-07-20,Dan Hooker,1.0,15.0,0.0,0.0,0,153,357,943,6,13
"San Antonio, Texas, USA",Alexander Hernandez,Francisco Trinaldo,0.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,Lightweight,U-DEC,3.0,5:00,UFC Fight Night,2019-07-20,Alexander Hernandez,0.0,0.0,0.0,0.0,0,300,56,746,6,69
"San Antonio, Texas, USA",Andrei Arlovski,Ben Rothwell,0.0,0.0,152.0,70.0,0.0,0.0,0.0,0.0,Heavyweight,U-DEC,3.0,5:00,UFC Fight Night,2019-07-20,Andrei Arlovski,0.0,82.0,0.0,0.0,0,300,93,210,4,69
"San Antonio, Texas, USA",Alex Caceres,Steven Peterson,0.0,0.0,94.0,67.0,0.0,2.0,0.0,0.0,Featherweight,U-DEC,3.0,5:00,UFC Fight Night,2019-07-20,Alex Caceres,0.0,27.0,-2.0,0.0,0,300,42,2053,2,69
"San Antonio, Texas, USA",Raquel Pennington,Irene Aldana,0.0,0.0,47.0,52.0,1.0,0.0,0.0,0.0,Women's Bantamweight,S-DEC,3.0,5:00,UFC Fight Night,2019-07-20,Raquel Pennington,0.0,-5.0,1.0,0.0,0,300,1331,885,11,32
"San Antonio, Texas, USA",Klidson Abreu,Sam Alvey,0.0,0.0,36.0,28.0,1.0,0.0,0.0,0.0,Light Heavyweight,U-DEC,3.0,5:00,UFC Fight Night,2019-07-20,Klidson Abreu,0.0,8.0,1.0,0.0,0,300,936,1937,5,69
"San Antonio, Texas, USA",Jennifer Maia,Roxanne Modafferi,0.0,0.0,83.0,29.0,0.0,0.0,0.0,0.0,Women's Flyweight,U-DEC,3.0,5:00,UFC Fight Night,2019-07-20,Jennifer Maia,0.0,54.0,0.0,0.0,0,300,722,1901,13,69
"San Antonio, Texas, USA",Ray Borg,Gabriel Silva,0.0,0.0,15.0,8.0,6.0,1.0,1.0,0.0,Bantamweight,U-DEC,3.0,5:00,UFC Fight Night,2019-07-20,Ray Borg,0.0,7.0,5.0,1.0,0,300,1337,765,0,69
"San Antonio, Texas, USA",Mario Bautista,Jin Soo Son,0.0,0.0,129.0,95.0,0.0,2.0,0.0,0.0,Bantamweight,U-DEC,3.0,5:00,UFC Fight Night,2019-07-20,Mario Bautista,0.0,34.0,-2.0,0.0,0,300,1054,1046,0,69
"San Antonio, Texas, USA",Felipe Colares,Domingo Pilarte,0.0,0.0,23.0,11.0,2.0,2.0,0.0,1.0,Bantamweight,S-DEC,3.0,5:00,UFC Fight Night,2019-07-20,Felipe Colares,0.0,12.0,0.0,-1.0,0,300,517,618,0,32
"Sacramento, California, USA",Germaine de Randamie,Aspen Ladd,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,Women's Bantamweight,KO/TKO Punch,1.0,0:16,UFC Fight Night,2019-07-13,Germaine de Randamie,1.0,4.0,0.0,0.0,0,16,564,186,11,13
"Sacramento, California, USA",Urijah Faber,Ricky Simon,1.0,0.0,11.0,4.0,0.0,0.0,0.0,0.0,Bantamweight,KO/TKO Punch,1.0,0:46,UFC Fight Night,2019-07-13,Urijah Faber,1.0,7.0,0.0,0.0,0,46,1616,1830,0,13
"Sacramento, California, USA",Josh Emmett,Mirsad Bektic,1.0,0.0,27.0,10.0,0.0,0.0,0.0,0.0,Featherweight,KO/TKO Punches,1.0,4:25,UFC Fight Night,2019-07-13,Josh Emmett,1.0,17.0,0.0,0.0,0,265,835,1600,2,14
"Sacramento, California, USA",Karl Roberson,Wellington Turman,0.0,0.0,50.0,25.0,0.0,4.0,0.0,2.0,Middleweight,S-DEC,3.0,5:00,UFC Fight Night,2019-07-13,Karl Roberson,0.0,25.0,-4.0,-2.0,0,300,891,2233,7,32
"Sacramento, California, USA",Marvin Vettori,Cezar Ferreira,0.0,0.0,78.0,39.0,2.0,0.0,0.0,0.0,Middleweight,U-DEC,3.0,5:00,UFC Fight Night,2019-07-13,Marvin Vettori,0.0,39.0,2.0,0.0,0,300,1079,348,7,69
"Sacramento, California, USA",Mike Rodriguez,John Allan,0.0,0.0,70.0,55.0,0.0,4.0,0.0,3.0,Light Heavyweight,Overturned,3.0,5:00,UFC Fight Night,2019-07-13,Mike Rodriguez,0.0,15.0,-4.0,-3.0,0,300,1159,1089,5,21
"Sacramento, California, USA",Andre Fili,Sheymon Moraes,1.0,0.0,19.0,11.0,0.0,0.0,0.0,0.0,Featherweight,KO/TKO Punch,1.0,3:07,UFC Fight Night,2019-07-13,Andre Fili,1.0,8.0,0.0,0.0,0,187,85,2014,2,13
"Sacramento, California, USA",Julianna Pena,Nicco Montano,0.0,0.0,45.0,38.0,2.0,3.0,0.0,0.0,Women's Bantamweight,U-DEC,3.0,5:00,UFC Fight Night,2019-07-13,Julianna Pena,0.0,7.0,-1.0,0.0,0,300,856,1645,11,69
"Sacramento, California, USA",Ryan Hall,Darren Elkins,2.0,0.0,36.0,29.0,0.0,0.0,1.0,0.0,Featherweight,U-DEC,3.0,5:00,UFC Fight Night,2019-07-13,Ryan Hall,2.0,7.0,0.0,1.0,0,300,1417,542,2,69
"Sacramento, California, USA",Jonathan Martinez,Pingyuan Liu,1.0,0.0,32.0,27.0,0.0,0.0,0.0,0.0,Bantamweight,KO/TKO Knee,3.0,3:54,UFC Fight Night,2019-07-13,Jonathan Martinez,1.0,5.0,0.0,0.0,0,234,807,1753,0,11
"Sacramento, California, USA",Brianna Fortino,Livinha Souza,0.0,0.0,72.0,23.0,3.0,2.0,0.0,0.0,Women's Strawweight,U-DEC,3.0,5:00,UFC Fight Night,2019-07-13,Brianna Fortino,0.0,49.0,1.0,0.0,0,300,203,1362,14,69
"Sacramento, California, USA",Benito Lopez,Vince Morales,0.0,1.0,54.0,64.0,0.0,0.0,0.0,0.0,Bantamweight,U-DEC,3.0,5:00,UFC Fight Night,2019-07-13,Benito Lopez,-1.0,-10.0,0.0,0.0,0,300,159,2208,0,69
"Las Vegas, Nevada, USA",Jon Jones,Thiago Santos,0.0,0.0,59.0,43.0,0.0,0.0,0.0,0.0,Light Heavyweight,S-DEC,5.0,5:00,UFC 239,2019-07-06,Jon Jones,0.0,16.0,0.0,0.0,0,300,802,2105,5,32
"Las Vegas, Nevada, USA",Amanda Nunes,Holly Holm,1.0,0.0,17.0,11.0,0.0,0.0,0.0,0.0,Women's Bantamweight,KO/TKO Kick,1.0,4:10,UFC 239,2019-07-06,Amanda Nunes,1.0,6.0,0.0,0.0,0,250,76,855,11,9
"Las Vegas, Nevada, USA",Jorge Masvidal,Ben Askren,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,Welterweight,KO/TKO Flying Knee,1.0,0:05,UFC 239,2019-07-06,Jorge Masvidal,1.0,3.0,0.0,0.0,0,5,821,208,10,6
"Las Vegas, Nevada, USA",Jan Blachowicz,Luke Rockhold,1.0,0.0,30.0,14.0,0.0,0.0,0.0,0.0,Light Heavyweight,KO/TKO Punch,2.0,1:39,UFC 239,2019-07-06,Jan Blachowicz,1.0,16.0,0.0,0.0,0,99,691,1397,5,13
"Las Vegas, Nevada, USA",Michael Chiesa,Diego Sanchez,0.0,0.0,47.0,7.0,5.0,1.0,0.0,0.0,Welterweight,U-DEC,3.0,5:00,UFC 239,2019-07-06,Michael Chiesa,0.0,40.0,4.0,0.0,0,300,1123,610,10,69
"Las Vegas, Nevada, USA",Arnold Allen,Gilbert Melendez,0.0,0.0,102.0,23.0,1.0,0.0,0.0,0.0,Featherweight,U-DEC,3.0,5:00,UFC 239,2019-07-06,Arnold Allen,0.0,79.0,1.0,0.0,0,300,128,799,2,69
"Las Vegas, Nevada, USA",Marlon Vera,Nohelin Hernandez,0.0,0.0,10.0,22.0,1.0,1.0,1.0,0.0,Bantamweight,SUB Rear Naked Choke,2.0,3:25,UFC 239,2019-07-06,Marlon Vera,0.0,-12.0,0.0,1.0,0,205,1074,1675,0,58
"Las Vegas, Nevada, USA",Claudia Gadelha,Randa Markos,0.0,0.0,40.0,25.0,0.0,0.0,0.0,0.0,Women's Strawweight,U-DEC,3.0,5:00,UFC 239,2019-07-06,Claudia Gadelha,0.0,15.0,0.0,0.0,0,300,299,1777,14,69
"Las Vegas, Nevada, USA",Song Yadong,Alejandro Perez,1.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,Bantamweight,KO/TKO Punch,1.0,2:04,UFC 239,2019-07-06,Song Yadong,1.0,7.0,0.0,0.0,0,124,1498,45,0,13
"Las Vegas, Nevada, USA",Edmen Shahbazyan,Jack Marshman,0.0,0.0,13.0,0.0,1.0,0.0,1.0,0.0,Middleweight,SUB Rear Naked Choke,1.0,1:12,UFC 239,2019-07-06,Edmen Shahbazyan,0.0,13.0,1.0,1.0,0,72,473,909,7,58
"Las Vegas, Nevada, USA",Chance Rencountre,Ismail Naurdiev,0.0,0.0,4.0,21.0,2.0,2.0,0.0,0.0,Welterweight,U-DEC,3.0,5:00,UFC 239,2019-07-06,Chance Rencountre,0.0,-17.0,0.0,0.0,0,300,248,892,10,69
