Location,Fighter 1,Fighter 2,Fighter_1_KD,Fighter_2_KD,Fighter_1_STR,Fighter_2_STR,Fighter_1_TD,Fighter_2_TD,Fighter_1_SUB,Fighter_2_SUB,Weight_Class,Method,Round,Time,Event Name,Date,Winner,KD_diff,STR_diff,TD_diff,SUB_diff,target,Time_seconds,Fighter 1_code,Fighter 2_code,Weight_Class_code,Method_code
"Uncasville, Connecticut, USA",Kevin Randleman,Renato Sobral,0.0,0.0,18.0,2.0,1.0,0.0,0.0,5.0,Light Heavyweight,U-DEC,3.0,5:00,UFC 35,2002-01-11,Kevin Randleman,0.0,16.0,1.0,-5.0,0,300,925,1801,5,69
"Uncasville, Connecticut, USA",Gil Castillo,Chris Brennan,0.0,0.0,17.0,8.0,3.0,0.0,0.0,1.0,Welterweight,U-DEC,3.0,5:00,UFC 35,2002-01-11,Gil Castillo,0.0,9.0,3.0,-1.0,0,300,568,381,10,69
"Uncasville, Connecticut, USA",Eugene Jackson,Keith Rockel,0.0,0.0,1.0,6.0,0.0,2.0,1.0,2.0,Middleweight,SUB Guillotine Choke,2.0,1:14,UFC 35,2002-01-11,Eugene Jackson,0.0,-5.0,-2.0,-1.0,0,74,503,1263,7,43
"Las Vegas, Nevada, USA",Randy Couture,Pedro Rizzo,0.0,0.0,41.0,13.0,3.0,1.0,0.0,0.0,Heavyweight,KO/TKO Punches,3.0,3:22,UFC 34,2001-11-02,Randy Couture,0.0,28.0,2.0,0.0,0,202,1326,1733,4,14
"Las Vegas, Nevada, USA",Ricco Rodriguez,Pete Williams,0.0,0.0,26.0,4.0,5.0,0.0,1.0,1.0,Heavyweight,KO/TKO Punches,2.0,4:02,UFC 34,2001-11-02,Ricco Rodriguez,0.0,22.0,5.0,0.0,0,242,1352,1739,4,14
"Las Vegas, Nevada, USA",Matt Hughes,Carlos Newton,0.0,0.0,8.0,2.0,4.0,0.0,1.0,1.0,Welterweight,KO/TKO Slam,2.0,1:27,UFC 34,2001-11-02,Matt Hughes,0.0,6.0,4.0,0.0,0,87,1094,336,10,15
"Las Vegas, Nevada, USA",BJ Penn,Caol Uno,1.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,Lightweight,KO/TKO Punches,1.0,0:11,UFC 34,2001-11-02,BJ Penn,1.0,5.0,1.0,0.0,0,11,144,322,6,14
"Las Vegas, Nevada, USA",Josh Barnett,Bobby Hoffman,0.0,0.0,17.0,6.0,2.0,1.0,1.0,1.0,Heavyweight,KO/TKO Punches,2.0,4:25,UFC 34,2001-11-02,Josh Barnett,0.0,11.0,1.0,0.0,0,265,833,235,4,14
"Las Vegas, Nevada, USA",Evan Tanner,Homer Moore,0.0,0.0,4.0,4.0,0.0,2.0,4.0,0.0,Light Heavyweight,SUB Armbar,2.0,0:55,UFC 34,2001-11-02,Evan Tanner,0.0,0.0,-2.0,4.0,0,55,506,856,5,36
"Las Vegas, Nevada, USA",Matt Lindland,Phil Baroni,0.0,1.0,71.0,32.0,4.0,0.0,0.0,2.0,Middleweight,M-DEC,3.0,5:00,UFC 34,2001-11-02,Matt Lindland,-1.0,39.0,4.0,-2.0,0,300,1095,1743,7,19
"Las Vegas, Nevada, USA",Frank Mir,Roberto Traven,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,Heavyweight,SUB Armbar,1.0,1:05,UFC 34,2001-11-02,Frank Mir,0.0,2.0,0.0,1.0,0,65,532,1849,4,36
"Las Vegas, Nevada, USA",Tito Ortiz,Vladimir Matyushenko,0.0,0.0,64.0,19.0,5.0,1.0,0.0,0.0,Light Heavyweight,U-DEC,5.0,5:00,UFC 33,2001-09-28,Tito Ortiz,0.0,45.0,4.0,0.0,0,300,1573,2219,5,69
"Las Vegas, Nevada, USA",Jens Pulver,Dennis Hallman,0.0,0.0,27.0,15.0,0.0,2.0,1.0,3.0,Lightweight,U-DEC,5.0,5:00,UFC 33,2001-09-28,Jens Pulver,0.0,12.0,-2.0,-2.0,0,300,723,589,6,69
"Las Vegas, Nevada, USA",Chuck Liddell,Murilo Bustamante,1.0,0.0,27.0,15.0,0.0,2.0,0.0,0.0,Light Heavyweight,U-DEC,3.0,5:00,UFC 33,2001-09-28,Chuck Liddell,1.0,12.0,-2.0,0.0,0,300,296,1617,5,69
"Las Vegas, Nevada, USA",Matt Serra,Yves Edwards,0.0,0.0,9.0,9.0,3.0,0.0,3.0,0.0,Welterweight,M-DEC,3.0,5:00,UFC 33,2001-09-28,Matt Serra,0.0,0.0,3.0,3.0,0,300,1099,2283,10,19
"Las Vegas, Nevada, USA",Dave Menne,Gil Castillo,0.0,0.0,70.0,9.0,1.0,7.0,4.0,0.0,Middleweight,U-DEC,5.0,5:00,UFC 33,2001-09-28,Dave Menne,0.0,61.0,-6.0,4.0,0,300,390,796,7,69
"Las Vegas, Nevada, USA",Jutaro Nakao,Tony DeSouza,1.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,Welterweight,KO/TKO Punch,2.0,0:15,UFC 33,2001-09-28,Jutaro Nakao,1.0,7.0,0.0,0.0,0,15,880,2146,10,13
"Las Vegas, Nevada, USA",Ricardo Almeida,Eugene Jackson,0.0,0.0,4.0,1.0,1.0,2.0,1.0,2.0,Middleweight,SUB Triangle Choke,1.0,4:06,UFC 33,2001-09-28,Ricardo Almeida,0.0,3.0,-1.0,-1.0,0,246,1348,708,7,66
"Las Vegas, Nevada, USA",Din Thomas,Fabiano Iha,0.0,0.0,42.0,19.0,1.0,2.0,0.0,2.0,Lightweight,U-DEC,3.0,5:00,UFC 33,2001-09-28,Din Thomas,0.0,23.0,-1.0,-2.0,0,300,432,713,6,69
"East Rutherford, New Jersey, USA",Tito Ortiz,Elvis Sinosic,0.0,0.0,35.0,3.0,1.0,0.0,0.0,0.0,Light Heavyweight,KO/TKO Elbows,1.0,3:32,UFC 32,2001-06-29,Tito Ortiz,0.0,32.0,1.0,0.0,0,212,1573,684,5,5
"East Rutherford, New Jersey, USA",BJ Penn,Din Thomas,1.0,0.0,6.0,1.0,0.0,1.0,0.0,0.0,Lightweight,KO/TKO Knee,1.0,2:42,UFC 32,2001-06-29,BJ Penn,1.0,5.0,-1.0,0.0,0,162,144,614,6,11
"East Rutherford, New Jersey, USA",Josh Barnett,Semmy Schilt,0.0,0.0,10.0,1.0,1.0,0.0,1.0,0.0,Heavyweight,SUB Armbar,1.0,4:21,UFC 32,2001-06-29,Josh Barnett,0.0,9.0,1.0,1.0,0,261,833,1979,4,36
"East Rutherford, New Jersey, USA",Pat Miletich,Shonie Carter,1.0,0.0,10.0,14.0,1.0,0.0,0.0,0.0,Welterweight,KO/TKO Kick,2.0,2:42,UFC 32,2001-06-29,Pat Miletich,1.0,-4.0,1.0,0.0,0,162,1262,2016,10,9
"East Rutherford, New Jersey, USA",Caol Uno,Fabiano Iha,0.0,0.0,8.0,6.0,2.0,0.0,0.0,1.0,Lightweight,KO/TKO Punches,1.0,1:48,UFC 32,2001-06-29,Caol Uno,0.0,2.0,2.0,-1.0,0,108,226,713,6,14
"East Rutherford, New Jersey, USA",Vladimir Matyushenko,Yuki Kondo,0.0,0.0,17.0,1.0,3.0,0.0,0.0,0.0,Light Heavyweight,U-DEC,3.0,5:00,UFC 32,2001-06-29,Vladimir Matyushenko,0.0,16.0,3.0,0.0,0,300,1645,2275,5,69
"East Rutherford, New Jersey, USA",Ricco Rodriguez,Andrei Arlovski,0.0,0.0,30.0,11.0,2.0,0.0,1.0,0.0,Heavyweight,KO/TKO Punches,3.0,1:23,UFC 32,2001-06-29,Ricco Rodriguez,0.0,19.0,2.0,1.0,0,83,1352,125,4,14
"East Rutherford, New Jersey, USA",Tony DeSouza,Paul Rodriguez,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,Welterweight,SUB Guillotine Choke,1.0,1:05,UFC 32,2001-06-29,Tony DeSouza,0.0,-1.0,0.0,2.0,0,65,1584,1723,10,43
"Atlantic City, New Jersey, USA",Randy Couture,Pedro Rizzo,0.0,1.0,69.0,42.0,3.0,0.0,0.0,0.0,Heavyweight,U-DEC,5.0,5:00,UFC 31,2001-05-04,Randy Couture,-1.0,27.0,3.0,0.0,0,300,1326,1733,4,69
"Atlantic City, New Jersey, USA",Carlos Newton,Pat Miletich,0.0,0.0,14.0,28.0,4.0,0.0,1.0,0.0,Welterweight,SUB Bulldog Choke,3.0,2:50,UFC 31,2001-05-04,Carlos Newton,0.0,-14.0,4.0,1.0,0,170,234,1704,10,37
"Atlantic City, New Jersey, USA",Chuck Liddell,Kevin Randleman,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,Light Heavyweight,KO/TKO Punch,1.0,1:18,UFC 31,2001-05-04,Chuck Liddell,1.0,3.0,0.0,0.0,0,78,296,1289,5,13
"Atlantic City, New Jersey, USA",Shonie Carter,Matt Serra,2.0,0.0,18.0,10.0,2.0,2.0,0.0,3.0,Welterweight,KO/TKO Spinning Back Fist,3.0,4:51,UFC 31,2001-05-04,Shonie Carter,2.0,8.0,0.0,-3.0,0,291,1488,1512,10,17
"Atlantic City, New Jersey, USA",Semmy Schilt,Pete Williams,2.0,0.0,15.0,6.0,0.0,1.0,0.0,0.0,Heavyweight,KO/TKO Punch,2.0,1:28,UFC 31,2001-05-04,Semmy Schilt,2.0,9.0,-1.0,0.0,0,88,1459,1739,4,13
"Atlantic City, New Jersey, USA",Matt Lindland,Ricardo Almeida,0.0,0.0,22.0,9.0,5.0,0.0,0.0,0.0,Light Heavyweight,DQ,3.0,4:21,UFC 31,2001-05-04,Matt Lindland,0.0,13.0,5.0,0.0,0,261,1095,1811,5,1
"Atlantic City, New Jersey, USA",BJ Penn,Joey Gilbert,0.0,0.0,22.0,3.0,2.0,0.0,0.0,0.0,Lightweight,KO/TKO Punches,1.0,4:57,UFC 31,2001-05-04,BJ Penn,0.0,19.0,2.0,0.0,0,297,144,1084,6,14
"Atlantic City, New Jersey, USA",Tony DeSouza,Steve Berger,0.0,0.0,28.0,2.0,5.0,0.0,0.0,3.0,Welterweight,U-DEC,3.0,5:00,UFC 31,2001-05-04,Tony DeSouza,0.0,26.0,5.0,-3.0,0,300,1584,2037,10,69
"Atlantic City, New Jersey, USA",Tito Ortiz,Evan Tanner,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,Middleweight,KO/TKO Slam,1.0,0:32,UFC 30,2001-02-23,Tito Ortiz,0.0,7.0,1.0,0.0,0,32,1573,712,7,15
"Atlantic City, New Jersey, USA",Jens Pulver,Caol Uno,0.0,0.0,50.0,50.0,0.0,3.0,0.0,0.0,Lightweight,U-DEC,5.0,5:00,UFC 30,2001-02-23,Jens Pulver,0.0,0.0,-3.0,0.0,0,300,723,322,6,69
"Atlantic City, New Jersey, USA",Fabiano Iha,Phil Johns,0.0,0.0,3.0,2.0,1.0,0.0,1.0,0.0,Welterweight,SUB Armbar,1.0,1:40,UFC 30,2001-02-23,Fabiano Iha,0.0,1.0,1.0,1.0,0,100,507,1747,10,36
"Atlantic City, New Jersey, USA",Elvis Sinosic,Jeremy Horn,0.0,0.0,2.0,4.0,0.0,0.0,2.0,0.0,Middleweight,SUB Triangle Choke,1.0,2:52,UFC 30,2001-02-23,Elvis Sinosic,0.0,-2.0,0.0,2.0,0,172,486,1005,7,66
"Atlantic City, New Jersey, USA",Pedro Rizzo,Josh Barnett,1.0,0.0,31.0,39.0,0.0,0.0,0.0,0.0,Heavyweight,KO/TKO Punch,2.0,4:21,UFC 30,2001-02-23,Pedro Rizzo,1.0,-8.0,0.0,0.0,0,261,1283,1162,4,13
"Atlantic City, New Jersey, USA",Bobby Hoffman,Mark Robinson,1.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,Heavyweight,Overturned,1.0,3:27,UFC 30,2001-02-23,Bobby Hoffman,1.0,20.0,0.0,0.0,0,207,174,1472,4,21
"Atlantic City, New Jersey, USA",Phil Baroni,Curtis Stout,0.0,0.0,39.0,2.0,2.0,0.0,0.0,0.0,Middleweight,U-DEC,2.0,5:00,UFC 30,2001-02-23,Phil Baroni,0.0,37.0,2.0,0.0,0,300,1291,473,7,69
"Atlantic City, New Jersey, USA",Sean Sherk,Tiki Ghosn,0.0,0.0,12.0,1.0,4.0,0.0,0.0,0.0,Welterweight,SUB Injury,2.0,4:47,UFC 30,2001-02-23,Sean Sherk,0.0,11.0,4.0,0.0,0,287,1454,2113,10,45
"Tokyo, Japan",Tito Ortiz,Yuki Kondo,0.0,1.0,16.0,2.0,2.0,0.0,2.0,0.0,Middleweight,SUB Neck Crank,1.0,1:52,UFC 29,2000-12-16,Tito Ortiz,-1.0,14.0,2.0,2.0,0,112,1573,2275,7,50
"Tokyo, Japan",Pat Miletich,Kenichi Yamamoto,0.0,0.0,16.0,3.0,3.0,0.0,2.0,0.0,Welterweight,SUB Guillotine Choke,2.0,1:58,UFC 29,2000-12-16,Pat Miletich,0.0,13.0,3.0,2.0,0,118,1262,1271,10,43
"Tokyo, Japan",Matt Lindland,Yoji Anjo,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,Middleweight,KO/TKO Punches,1.0,2:58,UFC 29,2000-12-16,Matt Lindland,0.0,17.0,0.0,0.0,0,178,1095,2267,7,14
"Tokyo, Japan",Fabiano Iha,Daiju Takase,0.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,Welterweight,KO/TKO Punches,1.0,2:24,UFC 29,2000-12-16,Fabiano Iha,0.0,8.0,1.0,0.0,0,144,507,481,10,14
"Tokyo, Japan",Evan Tanner,Lance Gibson,0.0,0.0,32.0,6.0,1.0,0.0,0.0,0.0,Middleweight,KO/TKO Punches,1.0,4:58,UFC 29,2000-12-16,Evan Tanner,0.0,26.0,1.0,0.0,0,298,506,1329,7,14
"Tokyo, Japan",Dennis Hallman,Matt Hughes,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,Welterweight,SUB Armbar,1.0,0:20,UFC 29,2000-12-16,Dennis Hallman,0.0,-1.0,-1.0,1.0,0,20,415,1506,10,36
"Tokyo, Japan",Chuck Liddell,Jeff Monson,0.0,0.0,42.0,6.0,0.0,1.0,0.0,0.0,Middleweight,U-DEC,3.0,5:00,UFC 29,2000-12-16,Chuck Liddell,0.0,36.0,-1.0,0.0,0,300,296,998,7,69
"Atlantic City, New Jersey, USA",Randy Couture,Kevin Randleman,0.0,0.0,28.0,15.0,1.0,2.0,1.0,1.0,Heavyweight,KO/TKO Punches,3.0,4:13,UFC 28,2000-11-17,Randy Couture,0.0,13.0,-1.0,0.0,0,253,1326,1289,4,14
"Atlantic City, New Jersey, USA",Renato Sobral,Maurice Smith,0.0,0.0,7.0,5.0,4.0,0.0,2.0,0.0,Heavyweight,M-DEC,3.0,5:00,UFC 28,2000-11-17,Renato Sobral,0.0,2.0,4.0,2.0,0,300,1342,1520,4,19
"Atlantic City, New Jersey, USA",Josh Barnett,Gan McGee,0.0,0.0,17.0,10.0,1.0,2.0,1.0,0.0,Super Heavyweight,KO/TKO Elbows,2.0,4:34,UFC 28,2000-11-17,Josh Barnett,0.0,7.0,-1.0,1.0,0,274,833,771,9,5
"Atlantic City, New Jersey, USA",Andrei Arlovski,Aaron Brink,0.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,Heavyweight,SUB Armbar,1.0,0:55,UFC 28,2000-11-17,Andrei Arlovski,0.0,2.0,1.0,2.0,0,55,93,3,4,36
"Atlantic City, New Jersey, USA",Jens Pulver,John Lewis,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Lightweight,KO/TKO Punch,1.0,0:15,UFC 28,2000-11-17,Jens Pulver,1.0,1.0,0.0,0.0,0,15,723,1102,6,13
"Atlantic City, New Jersey, USA",Mark Hughes,Alex Stiebling,0.0,0.0,9.0,4.0,2.0,0.0,3.0,1.0,Middleweight,U-DEC,2.0,5:00,UFC 28,2000-11-17,Mark Hughes,0.0,5.0,2.0,2.0,0,300,1065,71,7,69
"Atlantic City, New Jersey, USA",Ben Earwood,Chris Lytle,0.0,0.0,5.0,2.0,2.0,0.0,0.0,1.0,Welterweight,U-DEC,2.0,5:00,UFC 28,2000-11-17,Ben Earwood,0.0,3.0,2.0,-1.0,0,300,154,399,10,69
"New Orleans, Louisiana, USA",Pedro Rizzo,Dan Severn,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,Heavyweight,KO/TKO Kicks,1.0,1:33,UFC 27,2000-09-22,Pedro Rizzo,1.0,2.0,0.0,0.0,0,93,1283,505,4,10
"New Orleans, Louisiana, USA",Maurice Smith,Bobby Hoffman,0.0,0.0,43.0,10.0,0.0,4.0,0.0,0.0,Heavyweight,S-DEC,3.0,5:00,UFC 27,2000-09-22,Maurice Smith,0.0,33.0,-4.0,0.0,0,300,1106,235,4,32
"New Orleans, Louisiana, USA",Jeremy Horn,Eugene Jackson,0.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,Middleweight,SUB Armbar,1.0,4:32,UFC 27,2000-09-22,Jeremy Horn,0.0,0.0,1.0,1.0,0,272,726,708,7,36
"New Orleans, Louisiana, USA",Fabiano Iha,Laverne Clark,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,Welterweight,SUB Armbar,1.0,1:10,UFC 27,2000-09-22,Fabiano Iha,0.0,0.0,1.0,2.0,0,70,507,1339,10,36
"New Orleans, Louisiana, USA",Yuki Kondo,Alexandre Dantas,1.0,0.0,33.0,14.0,0.0,2.0,0.0,0.0,Middleweight,KO/TKO Flying Knee,3.0,2:28,UFC 27,2000-09-22,Yuki Kondo,1.0,19.0,-2.0,0.0,0,148,1683,83,7,6
"New Orleans, Louisiana, USA",Ian Freeman,Tedd Williams,0.0,0.0,30.0,25.0,0.0,1.0,0.0,0.0,Heavyweight,U-DEC,3.0,5:00,UFC 27,2000-09-22,Ian Freeman,0.0,5.0,-1.0,0.0,0,300,619,2090,4,69
"New Orleans, Louisiana, USA",Jeff Monson,Tim Lajcik,0.0,0.0,31.0,5.0,1.0,0.0,0.0,0.0,Heavyweight,U-DEC,2.0,5:00,UFC 27,2000-09-22,Jeff Monson,0.0,26.0,1.0,0.0,0,300,719,2120,4,69
"New Orleans, Louisiana, USA",Brad Gumm,CJ Fernandes,0.0,0.0,18.0,28.0,0.0,1.0,0.0,0.0,Welterweight,U-DEC,2.0,5:00,UFC 27,2000-09-22,Brad Gumm,0.0,-10.0,-1.0,0.0,0,300,177,306,10,69
"Cedar Rapids, Iowa, USA",Kevin Randleman,Pedro Rizzo,0.0,0.0,17.0,12.0,2.0,0.0,2.0,0.0,Heavyweight,U-DEC,5.0,5:00,UFC 26,2000-06-09,Kevin Randleman,0.0,5.0,2.0,2.0,0,300,925,1733,4,69
"Cedar Rapids, Iowa, USA",Tyrone Roberts,David Dodd,0.0,0.0,16.0,10.0,1.0,0.0,0.0,0.0,Middleweight,U-DEC,3.0,5:00,UFC 26,2000-06-09,Tyrone Roberts,0.0,6.0,1.0,0.0,0,300,1610,561,7,69
"Cedar Rapids, Iowa, USA",Pat Miletich,John Alessio,0.0,0.0,9.0,1.0,2.0,0.0,1.0,2.0,Welterweight,SUB Armbar,2.0,1:43,UFC 26,2000-06-09,Pat Miletich,0.0,8.0,2.0,-1.0,0,103,1262,1088,10,36
"Cedar Rapids, Iowa, USA",Amaury Bitetti,Alex Andrade,0.0,1.0,6.0,12.0,0.0,0.0,0.0,0.0,Middleweight,DQ,2.0,0:43,UFC 26,2000-06-09,Amaury Bitetti,-1.0,-6.0,0.0,0.0,0,43,78,55,7,1
"Cedar Rapids, Iowa, USA",Matt Hughes,Marcelo Aguiar,0.0,0.0,18.0,2.0,2.0,0.0,0.0,0.0,Welterweight,KO/TKO,1.0,4:34,UFC 26,2000-06-09,Matt Hughes,0.0,16.0,2.0,0.0,0,274,1094,1430,10,3
"Cedar Rapids, Iowa, USA",Jens Pulver,Joao Roque,0.0,0.0,4.0,5.0,0.0,1.0,0.0,0.0,Lightweight,U-DEC,3.0,5:00,UFC 26,2000-06-09,Jens Pulver,0.0,-1.0,-1.0,0.0,0,300,723,1054,6,69
"Cedar Rapids, Iowa, USA",Ian Freeman,Nate Schroeder,0.0,0.0,16.0,9.0,1.0,1.0,0.0,0.0,Heavyweight,KO/TKO Knees,2.0,2:13,UFC 26,2000-06-09,Ian Freeman,0.0,7.0,0.0,0.0,0,133,619,1637,4,12
"Cedar Rapids, Iowa, USA",Shonie Carter,Adrian Serrano,0.0,0.0,26.0,6.0,3.0,0.0,0.0,0.0,Welterweight,U-DEC,2.0,5:00,UFC 26,2000-06-09,Shonie Carter,0.0,20.0,3.0,0.0,0,300,1488,20,10,69
"Tokyo, Japan",Tito Ortiz,Wanderlei Silva,1.0,0.0,20.0,10.0,4.0,0.0,0.0,0.0,Middleweight,U-DEC,5.0,5:00,UFC 25,2000-04-14,Tito Ortiz,1.0,10.0,4.0,0.0,0,300,1573,2229,7,69
"Tokyo, Japan",Murilo Bustamante,Yoji Anjo,0.0,0.0,11.0,0.0,4.0,0.0,1.0,0.0,Middleweight,SUB Arm Triangle,2.0,0:31,UFC 25,2000-04-14,Murilo Bustamante,0.0,11.0,4.0,1.0,0,31,1189,2267,7,35
"Tokyo, Japan",Sanae Kikuta,Eugene Jackson,0.0,0.0,8.0,4.0,2.0,0.0,2.0,1.0,Middleweight,SUB Armbar,1.0,4:38,UFC 25,2000-04-14,Sanae Kikuta,0.0,4.0,2.0,1.0,0,278,1435,708,7,36
"Tokyo, Japan",Ron Waterman,Satoshi Honma,0.0,0.0,51.0,6.0,3.0,0.0,1.0,1.0,Heavyweight,U-DEC,3.0,5:00,UFC 25,2000-04-14,Ron Waterman,0.0,45.0,3.0,0.0,0,300,1395,1954,4,69
"Tokyo, Japan",Ikuhisa Minowa,Joe Slick,0.0,0.0,3.0,8.0,3.0,0.0,0.0,4.0,Middleweight,KO/TKO,3.0,1:54,UFC 25,2000-04-14,Ikuhisa Minowa,0.0,-5.0,3.0,-4.0,0,114,631,1074,7,3
"Tokyo, Japan",Laverne Clark,Koji Oishi,0.0,0.0,13.0,1.0,0.0,3.0,0.0,0.0,Lightweight,M-DEC,3.0,5:00,UFC 25,2000-04-14,Laverne Clark,0.0,12.0,-3.0,0.0,0,300,961,1303,6,19
"Lake Charles, Louisiana, USA",Tedd Williams,Steve Judson,1.0,0.0,9.0,14.0,0.0,0.0,0.0,0.0,Heavyweight,KO/TKO Punch,1.0,3:23,UFC 24,2000-03-10,Tedd Williams,1.0,-5.0,0.0,0.0,0,203,1545,2044,4,13
"Lake Charles, Louisiana, USA",Lance Gibson,Jermaine Andre,1.0,1.0,33.0,27.0,2.0,0.0,1.0,0.0,Middleweight,KO/TKO Knee,3.0,3:35,UFC 24,2000-03-10,Lance Gibson,0.0,6.0,2.0,1.0,0,215,954,1011,7,11
"Lake Charles, Louisiana, USA",Dave Menne,Fabiano Iha,0.0,0.0,37.0,8.0,0.0,1.0,1.0,0.0,Lightweight,U-DEC,3.0,5:00,UFC 24,2000-03-10,Dave Menne,0.0,29.0,-1.0,1.0,0,300,390,713,6,69
"Lake Charles, Louisiana, USA",Bob Cook,Tiki Ghosn,0.0,0.0,22.0,24.0,1.0,0.0,2.0,0.0,Lightweight,SUB Rear Naked Choke,2.0,1:29,UFC 24,2000-03-10,Bob Cook,0.0,-2.0,1.0,2.0,0,89,172,2113,6,58
"Lake Charles, Louisiana, USA",Jens Pulver,David Velasquez,0.0,0.0,54.0,20.0,3.0,0.0,2.0,0.0,Lightweight,KO/TKO Punches,2.0,2:41,UFC 24,2000-03-10,Jens Pulver,0.0,34.0,3.0,2.0,0,161,723,575,6,14
"Lake Charles, Louisiana, USA",Scott Adams,Ian Freeman,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,Heavyweight,SUB Heel Hook,1.0,3:09,UFC 24,2000-03-10,Scott Adams,0.0,0.0,1.0,3.0,0,189,1442,868,4,44
"Lake Charles, Louisiana, USA",Shonie Carter,Brad Gumm,0.0,0.0,22.0,12.0,5.0,0.0,0.0,1.0,Lightweight,U-DEC,2.0,5:00,UFC 24,2000-03-10,Shonie Carter,0.0,10.0,5.0,-1.0,0,300,1488,245,6,69
"Chiba, Japan",Kevin Randleman,Pete Williams,0.0,1.0,10.0,8.0,6.0,0.0,2.0,1.0,Heavyweight,U-DEC,5.0,5:00,UFC 23,1999-11-19,Kevin Randleman,-1.0,2.0,6.0,1.0,0,300,925,1739,4,69
"Chiba, Japan",Pedro Rizzo,Tsuyoshi Kohsaka,1.0,0.0,14.0,14.0,0.0,0.0,0.0,0.0,Heavyweight,KO/TKO Punch,3.0,1:17,UFC 23,1999-11-19,Pedro Rizzo,1.0,0.0,0.0,0.0,0,77,1283,2172,4,13
"Chiba, Japan",Kenichi Yamamoto,Katsuhisa Fujii,0.0,0.0,1.0,27.0,0.0,2.0,1.0,0.0,Open Weight,SUB Kneebar,2.0,4:15,UFC 23,1999-11-19,Kenichi Yamamoto,0.0,-26.0,-2.0,1.0,0,255,912,1249,8,49
"Chiba, Japan",Joe Slick,Jason DeLucia,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,Middleweight,KO/TKO,1.0,1:28,UFC 23,1999-11-19,Joe Slick,0.0,1.0,1.0,0.0,0,88,770,970,7,3
"Chiba, Japan",Eugene Jackson,Keiichiro Yamamiya,1.0,0.0,22.0,14.0,0.0,0.0,0.0,0.0,Middleweight,KO/TKO Punch,3.0,3:12,UFC 23,1999-11-19,Eugene Jackson,1.0,8.0,0.0,0.0,0,192,503,1258,7,13
"Chiba, Japan",Kenichi Yamamoto,Daiju Takase,0.0,0.0,20.0,5.0,0.0,0.0,0.0,0.0,Open Weight,U-DEC,3.0,5:00,UFC 23,1999-11-19,Kenichi Yamamoto,0.0,15.0,0.0,0.0,0,300,912,481,8,69
"Chiba, Japan",Katsuhisa Fujii,Masutatsu Yano,1.0,0.0,18.0,18.0,0.0,1.0,0.0,0.0,Open Weight,KO/TKO Punches,2.0,3:12,UFC 23,1999-11-19,Katsuhisa Fujii,1.0,0.0,-1.0,0.0,0,192,898,1491,8,14
"Lake Charles, Louisiana, USA",Frank Shamrock,Tito Ortiz,0.0,0.0,31.0,20.0,0.0,8.0,1.0,0.0,Middleweight,KO/TKO Punches,4.0,4:42,UFC 22,1999-09-24,Frank Shamrock,0.0,11.0,-8.0,1.0,0,282,533,2128,7,14
"Lake Charles, Louisiana, USA",Tim Lajcik,Ron Waterman,0.0,0.0,12.0,14.0,0.0,2.0,0.0,2.0,Heavyweight,U-DEC,3.0,5:00,UFC 22,1999-09-24,Tim Lajcik,0.0,-2.0,-2.0,-2.0,0,300,1568,1881,4,69
"Lake Charles, Louisiana, USA",Jeremy Horn,Jason Godsey,0.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,Heavyweight,SUB Armbar,1.0,2:08,UFC 22,1999-09-24,Jeremy Horn,0.0,2.0,-1.0,1.0,0,128,726,974,4,36
"Lake Charles, Louisiana, USA",Brad Kohler,Steve Judson,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,Heavyweight,KO/TKO Punch,1.0,0:30,UFC 22,1999-09-24,Brad Kohler,1.0,3.0,1.0,0.0,0,30,179,2044,4,13
"Lake Charles, Louisiana, USA",Chuck Liddell,Paul Jones,0.0,0.0,13.0,5.0,0.0,0.0,0.0,0.0,Middleweight,KO/TKO,1.0,3:53,UFC 22,1999-09-24,Chuck Liddell,0.0,8.0,0.0,0.0,0,233,296,1720,7,3
"Lake Charles, Louisiana, USA",Matt Hughes,Valeri Ignatov,0.0,0.0,77.0,7.0,5.0,0.0,0.0,1.0,Lightweight,U-DEC,3.0,5:00,UFC 22,1999-09-24,Matt Hughes,0.0,70.0,5.0,-1.0,0,300,1094,2187,6,69
