Location,Fighter 1,Fighter 2,Fighter_1_KD,Fighter_2_KD,Fighter_1_STR,Fighter_2_STR,Fighter_1_TD,Fighter_2_TD,Fighter_1_SUB,Fighter_2_SUB,Weight_Class,Method,Round,Time,Event Name,Date,Winner,Fighter 1_code,Fighter 2_code,Weight_Class_code,Method_code,Winner_code
"Las Vegas, Nevada, USA",Tracy Cortez,Jasmine Jasudavicius,0.0,0.0,103.0,77.0,0.0,2.0,0.0,0.0,Women's Flyweight,U-DEC,3.0,5:00,UFC Fight Night,2023-09-16 00:00:00.000,Tracy Cortez,1594,966,13,69,1589
"Las Vegas, Nevada, USA",Charlie Campbell,Alex Reyes,1.0,0.0,43.0,14.0,0.0,0.0,0.0,0.0,Lightweight,KO/TKO Punches,1.0,3:38,UFC Fight Night,2023-09-16 00:00:00.000,Charlie Campbell,257,67,6,14,256
"Las Vegas, Nevada, USA",Josefine Knutsson,Marnic Mann,0.0,0.0,81.0,8.0,3.0,0.0,0.0,0.0,Women's Strawweight,U-DEC,3.0,5:00,UFC Fight Night,2023-09-16 00:00:00.000,Josefine Knutsson,829,1479,14,69,828
"Sydney, New South Wales, Australia",Sean Strickland,Israel Adesanya,1.0,0.0,137.0,94.0,0.0,0.0,0.0,0.0,Middleweight,U-DEC,5.0,5:00,UFC 293,2023-09-09 00:00:00.000,Sean Strickland,1458,893,7,69,1453
"Sydney, New South Wales, Australia",Alexander Volkov,Tai Tuivasa,1.0,0.0,93.0,28.0,0.0,0.0,1.0,0.0,Heavyweight,SUB Ezekiel Choke,2.0,4:37,UFC 293,2023-09-09 00:00:00.000,Alexander Volkov,59,2074,4,40,59
"Sydney, New South Wales, Australia",Manel Kape,Felipe dos Santos,1.0,0.0,112.0,99.0,1.0,0.0,0.0,0.0,Flyweight,U-DEC,3.0,5:00,UFC 293,2023-09-09 00:00:00.000,Manel Kape,1027,728,3,69,1025
"Sydney, New South Wales, Australia",Justin Tafa,Austen Lane,1.0,0.0,11.0,7.0,0.0,0.0,0.0,0.0,Heavyweight,KO/TKO Punch,1.0,1:22,UFC 293,2023-09-09 00:00:00.000,Justin Tafa,878,191,4,13,876
"Sydney, New South Wales, Australia",Tyson Pedro,Anton Turkalj,1.0,0.0,16.0,8.0,0.0,0.0,0.0,0.0,Light Heavyweight,KO/TKO Punch,1.0,2:12,UFC 293,2023-09-09 00:00:00.000,Tyson Pedro,1615,156,5,13,1610
"Sydney, New South Wales, Australia",Carlos Ulberg,Da Woon Jung,1.0,0.0,81.0,58.0,1.0,1.0,1.0,0.0,Light Heavyweight,SUB Rear Naked Choke,3.0,4:49,UFC 293,2023-09-09 00:00:00.000,Carlos Ulberg,235,477,5,58,234
"Sydney, New South Wales, Australia",Chepe Mariscal,Jack Jenkins,0.0,0.0,38.0,41.0,1.0,0.0,0.0,0.0,Featherweight,KO/TKO,2.0,3:19,UFC 293,2023-09-09 00:00:00.000,Chepe Mariscal,264,908,2,3,263
"Sydney, New South Wales, Australia",Jamie Mullarkey,John Makdessi,0.0,0.0,88.0,83.0,0.0,0.0,0.0,0.0,Lightweight,U-DEC,3.0,5:00,UFC 293,2023-09-09 00:00:00.000,Jamie Mullarkey,689,1106,6,69,688
"Sydney, New South Wales, Australia",Nasrat Haqparast,Landon Quinones,0.0,0.0,171.0,148.0,0.0,0.0,0.0,0.0,Lightweight,U-DEC,3.0,5:00,UFC 293,2023-09-09 00:00:00.000,Nasrat Haqparast,1199,1331,6,69,1197
"Sydney, New South Wales, Australia",Charles Radtke,Blood Diamond,0.0,0.0,35.0,44.0,1.0,0.0,0.0,0.0,Welterweight,U-DEC,3.0,5:00,UFC 293,2023-09-09 00:00:00.000,Charles Radtke,254,232,10,69,253
"Sydney, New South Wales, Australia",Gabriel Miranda,Shane Young,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,Featherweight,SUB Rear Naked Choke,1.0,0:59,UFC 293,2023-09-09 00:00:00.000,Gabriel Miranda,544,2002,2,58,543
"Sydney, New South Wales, Australia",Kevin Jousset,Kiefer Crosbie,0.0,0.0,29.0,39.0,1.0,0.0,1.0,0.0,Welterweight,SUB Rear Naked Choke,1.0,4:49,UFC 293,2023-09-09 00:00:00.000,Kevin Jousset,924,1296,10,58,922
"Paris, Ile-de-France, France",Ciryl Gane,Serghei Spivac,0.0,0.0,109.0,11.0,0.0,0.0,0.0,0.0,Heavyweight,KO/TKO Punches,2.0,3:44,UFC Fight Night,2023-09-02 00:00:00.000,Ciryl Gane,297,1984,4,14,296
"Paris, Ile-de-France, France",Manon Fiorot,Rose Namajunas,0.0,0.0,58.0,60.0,0.0,0.0,0.0,0.0,Women's Flyweight,U-DEC,3.0,5:00,UFC Fight Night,2023-09-02 00:00:00.000,Manon Fiorot,1029,1895,13,69,1027
"Paris, Ile-de-France, France",Benoit Saint Denis,Thiago Moises,0.0,0.0,101.0,24.0,5.0,1.0,0.0,1.0,Lightweight,KO/TKO Punches,2.0,4:44,UFC Fight Night,2023-09-02 00:00:00.000,Benoit Saint Denis,161,2103,6,14,160
"Paris, Ile-de-France, France",Volkan Oezdemir,Bogdan Guskov,1.0,0.0,26.0,8.0,1.0,0.0,1.0,0.0,Light Heavyweight,SUB Rear Naked Choke,1.0,3:46,UFC Fight Night,2023-09-02 00:00:00.000,Volkan Oezdemir,1648,240,5,58,1643
"Paris, Ile-de-France, France",William Gomis,Yanis Ghemmouri,0.0,0.0,52.0,28.0,0.0,0.0,2.0,0.0,Featherweight,KO/TKO Kick,3.0,2:20,UFC Fight Night,2023-09-02 00:00:00.000,William Gomis,1660,2258,2,9,1655
"Paris, Ile-de-France, France",Morgan Charriere,Manolo Zecchini,1.0,0.0,26.0,9.0,0.0,0.0,0.0,0.0,Featherweight,KO/TKO Kicks,1.0,3:51,UFC Fight Night,2023-09-02 00:00:00.000,Morgan Charriere,1185,1423,2,10,1183
"Paris, Ile-de-France, France",Taylor Lapilus,Caolan Loughran,0.0,0.0,84.0,48.0,0.0,2.0,0.0,0.0,Bantamweight,U-DEC,3.0,5:00,UFC Fight Night,2023-09-02 00:00:00.000,Taylor Lapilus,1545,323,0,69,1540
"Paris, Ile-de-France, France",Ange Loosa,Rhys McKee,0.0,0.0,98.0,77.0,6.0,0.0,0.0,0.0,Welterweight,U-DEC,3.0,5:00,UFC Fight Night,2023-09-02 00:00:00.000,Ange Loosa,99,1809,10,69,99
"Paris, Ile-de-France, France",Nora Cornolle,Joselyne Edwards,0.0,0.0,40.0,18.0,0.0,5.0,0.0,1.0,Women's Bantamweight,U-DEC,3.0,5:00,UFC Fight Night,2023-09-02 00:00:00.000,Nora Cornolle,1236,1156,11,69,1233
"Paris, Ile-de-France, France",Farid Basharat,Kleydson Rodrigues,0.0,0.0,4.0,7.0,2.0,0.0,1.0,0.0,Bantamweight,SUB Arm Triangle,1.0,4:15,UFC Fight Night,2023-09-02 00:00:00.000,Farid Basharat,513,1300,0,35,512
"Paris, Ile-de-France, France",Jacqueline Cavalcanti,Zarah Fairn,0.0,0.0,126.0,39.0,0.0,0.0,0.0,0.0,Catch Weight,U-DEC,3.0,5:00,UFC Fight Night,2023-09-02 00:00:00.000,Jacqueline Cavalcanti,662,2292,1,69,661
"Kallang, Singapore",Max Holloway,Chan Sung Jung,2.0,0.0,75.0,34.0,0.0,0.0,1.0,0.0,Featherweight,KO/TKO Punch,3.0,0:23,UFC Fight Night,2023-08-26 00:00:00.000,Max Holloway,1110,355,2,13,1108
"Kallang, Singapore",Anthony Smith,Ryan Spann,0.0,0.0,91.0,59.0,1.0,0.0,0.0,0.0,Light Heavyweight,S-DEC,3.0,5:00,UFC Fight Night,2023-08-26 00:00:00.000,Anthony Smith,111,1923,5,32,110
"Kallang, Singapore",Giga Chikadze,Alex Caceres,0.0,0.0,65.0,62.0,0.0,0.0,0.0,0.0,Featherweight,U-DEC,3.0,5:00,UFC Fight Night,2023-08-26 00:00:00.000,Giga Chikadze,568,56,2,69,567
"Kallang, Singapore",Rinya Nakamura,Fernie Garcia,0.0,0.0,36.0,15.0,4.0,0.0,3.0,1.0,Bantamweight,U-DEC,3.0,5:00,UFC Fight Night,2023-08-26 00:00:00.000,Rinya Nakamura,1365,732,0,69,1361
"Kallang, Singapore",Erin Blanchfield,Taila Santos,0.0,0.0,61.0,55.0,0.0,0.0,0.0,0.0,Women's Flyweight,U-DEC,3.0,5:00,UFC Fight Night,2023-08-26 00:00:00.000,Erin Blanchfield,499,2075,13,69,498
"Kallang, Singapore",Junior Tafa,Parker Porter,1.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,Heavyweight,KO/TKO Punch,1.0,1:24,UFC Fight Night,2023-08-26 00:00:00.000,Junior Tafa,865,1699,4,13,864
"Kallang, Singapore",Waldo Cortes-Acosta,Lukasz Brzeski,1.0,0.0,15.0,14.0,0.0,0.0,0.0,0.0,Heavyweight,KO/TKO Punches,1.0,3:01,UFC Fight Night,2023-08-26 00:00:00.000,Waldo Cortes-Acosta,1649,1391,4,14,1644
"Kallang, Singapore",Garrett Armfield,Toshiomi Kazama,1.0,0.0,45.0,15.0,0.0,0.0,0.0,0.0,Bantamweight,KO/TKO Punches,1.0,4:16,UFC Fight Night,2023-08-26 00:00:00.000,Garrett Armfield,549,2156,0,14,548
"Kallang, Singapore",Michal Oleksiejczuk,Chidi Njokuani,0.0,0.0,44.0,29.0,1.0,0.0,0.0,0.0,Middleweight,KO/TKO Punches,1.0,4:16,UFC Fight Night,2023-08-26 00:00:00.000,Michal Oleksiejczuk,1131,377,7,14,1129
"Kallang, Singapore",Song Kenan,Rolando Bedoya,1.0,0.0,75.0,112.0,0.0,0.0,0.0,0.0,Welterweight,U-DEC,3.0,5:00,UFC Fight Night,2023-08-26 00:00:00.000,Song Kenan,1499,1868,10,69,1494
"Kallang, Singapore",Billy Goff,Yusaku Kinoshita,1.0,0.0,40.0,17.0,0.0,0.0,0.0,0.0,Welterweight,KO/TKO Punch,1.0,3:49,UFC Fight Night,2023-08-26 00:00:00.000,Billy Goff,167,2279,10,13,166
"Kallang, Singapore",JJ Aldrich,Liang Na,0.0,0.0,47.0,11.0,0.0,3.0,0.0,0.0,Women's Flyweight,KO/TKO Elbows,2.0,4:49,UFC Fight Night,2023-08-26 00:00:00.000,JJ Aldrich,652,1357,13,5,651
"Kallang, Singapore",SeungWoo Choi,Jarno Errens,1.0,1.0,56.0,30.0,1.0,0.0,0.0,0.0,Featherweight,U-DEC,3.0,5:00,UFC Fight Night,2023-08-26 00:00:00.000,SeungWoo Choi,1470,964,2,69,1465
"Boston, Massachusetts, USA",Sean O'Malley,Aljamain Sterling,1.0,0.0,25.0,17.0,0.0,0.0,0.0,0.0,Bantamweight,KO/TKO Punches,2.0,0:51,UFC 292,2023-08-19 00:00:00.000,Sean O'Malley,1454,92,0,14,1449
"Boston, Massachusetts, USA",Zhang Weili,Amanda Lemos,1.0,0.0,163.0,24.0,6.0,0.0,0.0,2.0,Women's Strawweight,U-DEC,5.0,5:00,UFC 292,2023-08-19 00:00:00.000,Zhang Weili,1699,103,14,69,1694
"Boston, Massachusetts, USA",Ian Garry,Neil Magny,0.0,0.0,91.0,27.0,2.0,0.0,0.0,0.0,Welterweight,U-DEC,3.0,5:00,UFC 292,2023-08-19 00:00:00.000,Ian Garry,621,1642,10,69,620
"Boston, Massachusetts, USA",Mario Bautista,Da'Mon Blackshear,0.0,0.0,79.0,90.0,2.0,4.0,1.0,0.0,Bantamweight,U-DEC,3.0,5:00,UFC 292,2023-08-19 00:00:00.000,Mario Bautista,1055,478,0,69,1053
"Boston, Massachusetts, USA",Marlon Vera,Pedro Munhoz,0.0,0.0,141.0,113.0,0.0,0.0,0.0,0.0,Bantamweight,U-DEC,3.0,5:00,UFC 292,2023-08-19 00:00:00.000,Marlon Vera,1075,1731,0,69,1073
"Boston, Massachusetts, USA",Brad Tavares,Chris Weidman,0.0,0.0,70.0,37.0,0.0,0.0,0.0,0.0,Middleweight,U-DEC,3.0,5:00,UFC 292,2023-08-19 00:00:00.000,Brad Tavares,183,407,7,69,182
"Boston, Massachusetts, USA",Gregory Rodrigues,Denis Tiuliulin,0.0,0.0,5.0,2.0,1.0,0.0,0.0,0.0,Middleweight,KO/TKO Elbows,1.0,1:43,UFC 292,2023-08-19 00:00:00.000,Gregory Rodrigues,587,585,7,5,586
"Boston, Massachusetts, USA",Kurt Holobaugh,Austin Hubbard,0.0,0.0,61.0,44.0,0.0,2.0,2.0,0.0,Lightweight,SUB Triangle Choke,2.0,2:39,UFC 292,2023-08-19 00:00:00.000,Kurt Holobaugh,942,193,6,66,940
"Boston, Massachusetts, USA",Brad Katona,Cody Gibson,0.0,0.0,160.0,164.0,0.0,0.0,0.0,0.0,Bantamweight,U-DEC,3.0,5:00,UFC 292,2023-08-19 00:00:00.000,Brad Katona,178,438,0,69,177
"Boston, Massachusetts, USA",Andre Petroski,Gerald Meerschaert,1.0,0.0,57.0,76.0,2.0,1.0,0.0,0.0,Middleweight,S-DEC,3.0,5:00,UFC 292,2023-08-19 00:00:00.000,Andre Petroski,87,788,7,32,87
"Boston, Massachusetts, USA",Natalia Silva,Andrea Lee,0.0,0.0,70.0,43.0,0.0,0.0,0.0,0.0,Women's Flyweight,U-DEC,3.0,5:00,UFC 292,2023-08-19 00:00:00.000,Natalia Silva,1201,122,13,69,1199
"Boston, Massachusetts, USA",Karine Silva,Maryna Moroz,1.0,0.0,30.0,16.0,1.0,0.0,1.0,0.0,Women's Flyweight,SUB Guillotine Choke,1.0,4:59,UFC 292,2023-08-19 00:00:00.000,Karine Silva,891,1487,13,43,889
"Las Vegas, Nevada, USA",Vicente Luque,Rafael Dos Anjos,0.0,0.0,72.0,66.0,8.0,2.0,0.0,1.0,Welterweight,U-DEC,5.0,5:00,UFC Fight Night,2023-08-12 00:00:00.000,Vicente Luque,1630,1766,10,69,1625
"Las Vegas, Nevada, USA",Cub Swanson,Hakeem Dawodu,0.0,0.0,77.0,95.0,1.0,0.0,0.0,0.0,Featherweight,U-DEC,3.0,5:00,UFC Fight Night,2023-08-12 00:00:00.000,Cub Swanson,332,830,2,69,331
"Las Vegas, Nevada, USA",Khalil Rountree Jr.,Chris Daukaus,1.0,0.0,16.0,8.0,0.0,0.0,0.0,0.0,Light Heavyweight,KO/TKO Punch,1.0,2:40,UFC Fight Night,2023-08-12 00:00:00.000,Khalil Rountree Jr.,930,388,5,13,928
"Las Vegas, Nevada, USA",Iasmin Lucindo,Polyana Viana,0.0,0.0,10.0,10.0,2.0,1.0,1.0,0.0,Women's Strawweight,SUB Arm Triangle,2.0,3:42,UFC Fight Night,2023-08-12 00:00:00.000,Iasmin Lucindo,625,1756,14,35,624
"Las Vegas, Nevada, USA",AJ Dobson,Tafon Nchukwi,0.0,0.0,67.0,53.0,2.0,0.0,0.0,0.0,Middleweight,U-DEC,3.0,5:00,UFC Fight Night,2023-08-12 00:00:00.000,AJ Dobson,0,2071,7,69,0
"Las Vegas, Nevada, USA",Josh Fremd,Jamie Pickett,0.0,0.0,31.0,14.0,0.0,2.0,2.0,0.0,Middleweight,U-DEC,3.0,5:00,UFC Fight Night,2023-08-12 00:00:00.000,Josh Fremd,837,950,7,69,836
"Las Vegas, Nevada, USA",Marcus McGhee,JP Buys,1.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0,Bantamweight,KO/TKO Punch,1.0,2:19,UFC Fight Night,2023-08-12 00:00:00.000,Marcus McGhee,1052,905,0,13,1050
"Las Vegas, Nevada, USA",Terrance McKinney,Mike Breeden,0.0,0.0,30.0,1.0,0.0,0.0,0.0,0.0,Lightweight,KO/TKO Punches,1.0,1:25,UFC Fight Night,2023-08-12 00:00:00.000,Terrance McKinney,1550,1563,6,14,1545
"Las Vegas, Nevada, USA",Isaac Dulgarian,Francis Marshall,0.0,0.0,35.0,2.0,1.0,0.0,0.0,0.0,Featherweight,KO/TKO Elbows,1.0,4:48,UFC Fight Night,2023-08-12 00:00:00.000,Isaac Dulgarian,641,740,2,5,640
"Las Vegas, Nevada, USA",Martin Buday,Josh Parisian,0.0,0.0,42.0,26.0,1.0,0.0,1.0,0.0,Heavyweight,SUB Kimura,1.0,4:11,UFC Fight Night,2023-08-12 00:00:00.000,Martin Buday,1077,1175,4,48,1075
"Las Vegas, Nevada, USA",Jaqueline Amorim,Montserrat Conejo Ruiz,0.0,0.0,86.0,6.0,1.0,1.0,4.0,0.0,Women's Strawweight,KO/TKO Punches,3.0,3:41,UFC Fight Night,2023-08-12 00:00:00.000,Jaqueline Amorim,693,1611,14,14,692
"Las Vegas, Nevada, USA",Da'Mon Blackshear,Jose Johnson,0.0,0.0,18.0,8.0,2.0,0.0,1.0,0.0,Bantamweight,SUB Twister,1.0,3:47,UFC Fight Night,2023-08-12 00:00:00.000,Da'Mon Blackshear,341,1152,0,67,340
"Las Vegas, Nevada, USA",Luana Santos,Juliana Miller,0.0,0.0,63.0,24.0,0.0,0.0,0.0,0.0,Women's Flyweight,KO/TKO Punches,1.0,3:41,UFC Fight Night,2023-08-12 00:00:00.000,Luana Santos,989,1197,13,14,987
"Nashville, Tennessee, USA",Cory Sandhagen,Rob Font,0.0,0.0,34.0,9.0,7.0,1.0,1.0,0.0,Catch Weight,U-DEC,5.0,5:00,UFC Fight Night,2023-08-05 00:00:00.000,Cory Sandhagen,327,1837,1,69,326
"Nashville, Tennessee, USA",Tatiana Suarez,Jessica Andrade,0.0,0.0,23.0,11.0,3.0,0.0,1.0,0.0,Women's Strawweight,SUB Guillotine Choke,2.0,1:31,UFC Fight Night,2023-08-05 00:00:00.000,Tatiana Suarez,1542,1026,14,43,1537
"Nashville, Tennessee, USA",Dustin Jacoby,Kennedy Nzechukwu,1.0,0.0,10.0,4.0,0.0,0.0,0.0,0.0,Light Heavyweight,KO/TKO Punch,1.0,1:22,UFC Fight Night,2023-08-05 00:00:00.000,Dustin Jacoby,455,1272,5,13,454
"Nashville, Tennessee, USA",Diego Lopes,Gavin Tucker,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,Featherweight,SUB Triangle Armbar,1.0,1:38,UFC Fight Night,2023-08-05 00:00:00.000,Diego Lopes,428,777,2,65,427
"Nashville, Tennessee, USA",Tanner Boser,Aleksa Camur,0.0,0.0,120.0,68.0,0.0,0.0,0.0,0.0,Light Heavyweight,U-DEC,3.0,5:00,UFC Fight Night,2023-08-05 00:00:00.000,Tanner Boser,1540,46,5,69,1535
"Nashville, Tennessee, USA",Ludovit Klein,Ignacio Bahamondes,0.0,0.0,56.0,43.0,3.0,0.0,0.0,0.0,Lightweight,U-DEC,3.0,5:00,UFC Fight Night,2023-08-05 00:00:00.000,Ludovit Klein,994,874,6,69,992
"Nashville, Tennessee, USA",Kyler Phillips,Raoni Barcelos,1.0,0.0,72.0,46.0,1.0,3.0,0.0,0.0,Bantamweight,U-DEC,3.0,5:00,UFC Fight Night,2023-08-05 00:00:00.000,Kyler Phillips,951,1782,0,69,949
"Nashville, Tennessee, USA",Carlston Harris,Jeremiah Wells,0.0,0.0,5.0,18.0,0.0,3.0,1.0,2.0,Welterweight,SUB Anaconda Choke,3.0,1:50,UFC Fight Night,2023-08-05 00:00:00.000,Carlston Harris,236,1004,10,33,235
"Nashville, Tennessee, USA",Billy Quarantillo,Damon Jackson,0.0,0.0,100.0,67.0,0.0,3.0,1.0,0.0,Featherweight,U-DEC,3.0,5:00,UFC Fight Night,2023-08-05 00:00:00.000,Billy Quarantillo,168,491,2,69,167
"Nashville, Tennessee, USA",Cody Durden,Jake Hadley,0.0,0.0,38.0,26.0,4.0,0.0,1.0,3.0,Flyweight,U-DEC,3.0,5:00,UFC Fight Night,2023-08-05 00:00:00.000,Cody Durden,311,920,3,69,310
"Nashville, Tennessee, USA",Sean Woodson,Dennis Buzukja,0.0,0.0,71.0,42.0,4.0,0.0,0.0,0.0,Featherweight,U-DEC,3.0,5:00,UFC Fight Night,2023-08-05 00:00:00.000,Sean Woodson,1459,588,2,69,1454
"Nashville, Tennessee, USA",Assu Almabayev,Ode Osbourne,0.0,0.0,26.0,4.0,2.0,0.0,2.0,0.0,Flyweight,SUB Rear Naked Choke,2.0,3:11,UFC Fight Night,2023-08-05 00:00:00.000,Assu Almabayev,134,1681,3,58,133
"Salt Lake City, Utah, USA",Justin Gaethje,Dustin Poirier,1.0,0.0,41.0,27.0,0.0,0.0,0.0,0.0,Lightweight,KO/TKO Kick,2.0,1:00,UFC 291,2023-07-29 00:00:00.000,Justin Gaethje,870,650,6,9,869
"Salt Lake City, Utah, USA",Alex Pereira,Jan Blachowicz,0.0,0.0,70.0,52.0,0.0,3.0,1.0,2.0,Light Heavyweight,S-DEC,3.0,5:00,UFC 291,2023-07-29 00:00:00.000,Alex Pereira,51,953,5,32,51
"Salt Lake City, Utah, USA",Derrick Lewis,Marcos Rogerio de Lima,1.0,0.0,17.0,1.0,0.0,0.0,0.0,0.0,Heavyweight,KO/TKO Punches,1.0,0:33,UFC 291,2023-07-29 00:00:00.000,Derrick Lewis,419,1445,4,14,418
"Salt Lake City, Utah, USA",Bobby Green,Tony Ferguson,0.0,0.0,137.0,54.0,0.0,0.0,1.0,0.0,Lightweight,SUB Arm Triangle,3.0,4:54,UFC 291,2023-07-29 00:00:00.000,Bobby Green,173,2147,6,35,172
"Salt Lake City, Utah, USA",Kevin Holland,Michael Chiesa,0.0,0.0,9.0,4.0,0.0,0.0,1.0,0.0,Welterweight,SUB D'Arce Choke,1.0,2:39,UFC 291,2023-07-29 00:00:00.000,Kevin Holland,922,1541,10,39,920
"Salt Lake City, Utah, USA",Gabriel Bonfim,Trevin Giles,0.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,Welterweight,SUB Guillotine Choke,1.0,1:13,UFC 291,2023-07-29 00:00:00.000,Gabriel Bonfim,542,2164,10,43,541
"Salt Lake City, Utah, USA",CJ Vergara,Vinicius Salvador,0.0,0.0,109.0,88.0,0.0,0.0,0.0,0.0,Flyweight,U-DEC,3.0,5:00,UFC 291,2023-07-29 00:00:00.000,CJ Vergara,217,2211,3,69,216
"Salt Lake City, Utah, USA",Roman Kopylov,Claudio Ribeiro,1.0,0.0,32.0,32.0,0.0,0.0,0.0,0.0,Middleweight,KO/TKO Kick,2.0,0:33,UFC 291,2023-07-29 00:00:00.000,Roman Kopylov,1392,426,7,9,1388
"Salt Lake City, Utah, USA",Jake Matthews,Darrius Flowers,0.0,0.0,60.0,36.0,0.0,1.0,1.0,0.0,Welterweight,SUB Rear Naked Choke,2.0,2:37,UFC 291,2023-07-29 00:00:00.000,Jake Matthews,671,548,10,58,670
"Salt Lake City, Utah, USA",Uros Medic,Matthew Semelsberger,1.0,1.0,69.0,52.0,1.0,0.0,0.0,0.0,Welterweight,KO/TKO Spinning Back Elbow,3.0,2:36,UFC 291,2023-07-29 00:00:00.000,Uros Medic,1619,1518,10,16,1614
"Salt Lake City, Utah, USA",Miranda Maverick,Priscila Cachoeira,0.0,0.0,36.0,11.0,3.0,0.0,1.0,0.0,Women's Flyweight,SUB Armbar,3.0,2:11,UFC 291,2023-07-29 00:00:00.000,Miranda Maverick,1170,1758,13,36,1168
"London, England, United Kingdom",Tom Aspinall,Marcin Tybura,1.0,0.0,13.0,4.0,0.0,0.0,0.0,0.0,Heavyweight,KO/TKO Punch,1.0,1:13,UFC Fight Night,2023-07-22 00:00:00.000,Tom Aspinall,1578,1437,4,13,1573
"London, England, United Kingdom",Julija Stoliarenko,Molly McCann,0.0,0.0,9.0,6.0,1.0,0.0,1.0,0.0,Women's Flyweight,SUB Armbar,1.0,1:55,UFC Fight Night,2023-07-22 00:00:00.000,Julija Stoliarenko,858,1608,13,36,857
"London, England, United Kingdom",Nathaniel Wood,Andre Fili,1.0,1.0,84.0,58.0,1.0,0.0,0.0,0.0,Featherweight,U-DEC,3.0,5:00,UFC Fight Night,2023-07-22 00:00:00.000,Nathaniel Wood,1211,114,2,69,1209
"London, England, United Kingdom",Paul Craig,Andre Muniz,0.0,0.0,40.0,24.0,2.0,2.0,1.0,0.0,Middleweight,KO/TKO Elbows,2.0,4:40,UFC Fight Night,2023-07-22 00:00:00.000,Paul Craig,1271,116,7,5,1267
"London, England, United Kingdom",Fares Ziam,Jai Herbert,0.0,0.0,61.0,49.0,1.0,0.0,0.0,0.0,Lightweight,U-DEC,3.0,5:00,UFC Fight Night,2023-07-22 00:00:00.000,Fares Ziam,512,916,6,69,511
"London, England, United Kingdom",Lerone Murphy,Josh Culibao,1.0,0.0,59.0,23.0,3.0,0.0,2.0,0.0,Featherweight,U-DEC,3.0,5:00,UFC Fight Night,2023-07-22 00:00:00.000,Lerone Murphy,971,1166,2,69,969
"London, England, United Kingdom",Daniel Marcos,Davey Grant,0.0,0.0,48.0,70.0,1.0,0.0,0.0,0.0,Bantamweight,S-DEC,3.0,5:00,UFC Fight Night,2023-07-22 00:00:00.000,Daniel Marcos,363,555,0,32,362
"London, England, United Kingdom",Jonny Parsons,Danny Roberts,2.0,0.0,63.0,44.0,0.0,0.0,0.0,0.0,Welterweight,KO/TKO Punches,2.0,4:57,UFC Fight Night,2023-07-22 00:00:00.000,Jonny Parsons,813,533,10,14,812
"London, England, United Kingdom",Joel Alvarez,Marc Diakiese,0.0,0.0,42.0,20.0,0.0,2.0,1.0,0.0,Lightweight,SUB D'Arce Choke,2.0,4:26,UFC Fight Night,2023-07-22 00:00:00.000,Joel Alvarez,775,1427,6,39,774
"London, England, United Kingdom",Mick Parkin,Jamal Pogues,0.0,0.0,95.0,36.0,0.0,0.0,0.0,0.0,Heavyweight,U-DEC,3.0,5:00,UFC Fight Night,2023-07-22 00:00:00.000,Mick Parkin,1137,929,4,69,1135
"London, England, United Kingdom",Makhmud Muradov,Bryan Barberena,2.0,0.0,54.0,28.0,13.0,0.0,0.0,0.0,Middleweight,U-DEC,3.0,5:00,UFC Fight Night,2023-07-22 00:00:00.000,Makhmud Muradov,1020,298,7,69,1018
"London, England, United Kingdom",Ketlen Vieira,Pannie Kianzad,0.0,0.0,15.0,22.0,3.0,0.0,3.0,0.0,Women's Bantamweight,U-DEC,3.0,5:00,UFC Fight Night,2023-07-22 00:00:00.000,Ketlen Vieira,917,1697,11,69,915
"London, England, United Kingdom",Chris Duncan,Yanal Ashmouz,0.0,0.0,85.0,35.0,2.0,0.0,0.0,0.0,Lightweight,U-DEC,3.0,5:00,UFC Fight Night,2023-07-22 00:00:00.000,Chris Duncan,277,2256,6,69,276
"London, England, United Kingdom",Bruna Brasil,Shauna Bannon,0.0,0.0,56.0,54.0,2.0,0.0,0.0,0.0,Women's Strawweight,U-DEC,3.0,5:00,UFC Fight Night,2023-07-22 00:00:00.000,Bruna Brasil,207,2007,14,69,206
"London, England, United Kingdom",Jafel Filho,Daniel Barez,0.0,1.0,21.0,18.0,1.0,0.0,1.0,0.0,Flyweight,SUB Arm Triangle,1.0,3:26,UFC Fight Night,2023-07-22 00:00:00.000,Jafel Filho,663,507,3,35,662
"Las Vegas, Nevada, USA",Holly Holm,Mayra Bueno Silva,0.0,0.0,27.0,20.0,0.0,0.0,0.0,1.0,Women's Bantamweight,Overturned Guillotine Choke,2.0,0:38,UFC Fight Night,2023-07-15 00:00:00.000,Holly Holm,612,1528,11,25,611
"Las Vegas, Nevada, USA",Jack Della Maddalena,Bassil Hafez,0.0,0.0,83.0,32.0,1.0,3.0,0.0,0.0,Welterweight,S-DEC,3.0,5:00,UFC Fight Night,2023-07-15 00:00:00.000,Jack Della Maddalena,654,202,10,32,653
"Las Vegas, Nevada, USA",Francisco Prado,Ottman Azaitar,1.0,0.0,38.0,14.0,0.0,0.0,0.0,0.0,Lightweight,KO/TKO Punches,1.0,4:05,UFC Fight Night,2023-07-15 00:00:00.000,Francisco Prado,527,1692,6,14,526
