Location,Fighter 1,Fighter 2,Fighter_1_KD,Fighter_2_KD,Fighter_1_STR,Fighter_2_STR,Fighter_1_TD,Fighter_2_TD,Fighter_1_SUB,Fighter_2_SUB,Weight_Class,Method,Round,Time,Event Name,Date,Winner,Fighter 1_code,Fighter 2_code,Weight_Class_code,Method_code,Winner_code
"Las Vegas, Nevada, USA",Leonard Garcia,Allen Berube,0.0,0.0,4.0,4.0,0.0,2.0,1.0,1.0,Lightweight,SUB Rear Naked Choke,1.0,4:22,The Ultimate Fighter,2007-06-23 00:00:00.000,Leonard Garcia,968,96,6,58,966
"Las Vegas, Nevada, USA",Matt Wiman,Brian Geraghty,0.0,0.0,21.0,1.0,1.0,0.0,0.0,0.0,Lightweight,KO/TKO Punches,1.0,2:09,The Ultimate Fighter,2007-06-23 00:00:00.000,Matt Wiman,1102,277,6,14,1100
"Belfast, Northern Ireland, United Kingdom",Rich Franklin,Yushin Okami,0.0,0.0,36.0,17.0,1.0,1.0,0.0,3.0,Middleweight,U-DEC,3.0,5:00,UFC 72,2007-06-16 00:00:00.000,Rich Franklin,1356,2280,7,69,1352
"Belfast, Northern Ireland, United Kingdom",Forrest Griffin,Hector Ramirez,0.0,0.0,113.0,20.0,0.0,2.0,0.0,0.0,Light Heavyweight,U-DEC,3.0,5:00,UFC 72,2007-06-16 00:00:00.000,Forrest Griffin,520,845,5,69,519
"Belfast, Northern Ireland, United Kingdom",Jason MacDonald,Rory Singer,0.0,0.0,30.0,17.0,2.0,1.0,0.0,1.0,Middleweight,KO/TKO Punches,2.0,3:18,UFC 72,2007-06-16 00:00:00.000,Jason MacDonald,711,1894,7,14,710
"Belfast, Northern Ireland, United Kingdom",Tyson Griffin,Clay Guida,0.0,0.0,50.0,36.0,2.0,4.0,2.0,2.0,Lightweight,S-DEC,3.0,5:00,UFC 72,2007-06-16 00:00:00.000,Tyson Griffin,1613,429,6,32,1608
"Belfast, Northern Ireland, United Kingdom",Ed Herman,Scott Smith,0.0,0.0,24.0,3.0,3.0,0.0,2.0,2.0,Middleweight,SUB Rear Naked Choke,2.0,2:25,UFC 72,2007-06-16 00:00:00.000,Ed Herman,465,1963,7,58,464
"Belfast, Northern Ireland, United Kingdom",Marcus Davis,Jason Tan,1.0,0.0,9.0,6.0,0.0,0.0,0.0,0.0,Welterweight,KO/TKO Punches,1.0,1:15,UFC 72,2007-06-16 00:00:00.000,Marcus Davis,1050,984,10,14,1048
"Belfast, Northern Ireland, United Kingdom",Eddie Sanchez,Colin Robinson,0.0,0.0,41.0,36.0,1.0,1.0,0.0,2.0,Heavyweight,KO/TKO Elbows,2.0,0:32,UFC 72,2007-06-16 00:00:00.000,Eddie Sanchez,468,448,4,5,467
"Belfast, Northern Ireland, United Kingdom",Dustin Hazelett,Stevie Lynch,0.0,0.0,20.0,7.0,0.0,0.0,1.0,0.0,Welterweight,SUB Anaconda Choke,1.0,2:50,UFC 72,2007-06-16 00:00:00.000,Dustin Hazelett,454,2055,10,33,453
"Hollywood, Florida, USA",Spencer Fisher,Sam Stout,0.0,0.0,88.0,76.0,0.0,0.0,0.0,0.0,Lightweight,U-DEC,3.0,5:00,UFC Fight Night,2007-06-12 00:00:00.000,Spencer Fisher,1501,1943,6,69,1496
"Hollywood, Florida, USA",Jon Fitch,Roan Carneiro,0.0,0.0,18.0,4.0,0.0,2.0,1.0,1.0,Welterweight,SUB Rear Naked Choke,2.0,1:07,UFC Fight Night,2007-06-12 00:00:00.000,Jon Fitch,801,1834,10,58,800
"Hollywood, Florida, USA",Drew McFedries,Jordan Radev,1.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,Middleweight,KO/TKO Punch,1.0,0:33,UFC Fight Night,2007-06-12 00:00:00.000,Drew McFedries,450,1140,7,13,449
"Hollywood, Florida, USA",Thiago Tavares,Jason Black,0.0,0.0,11.0,0.0,2.0,0.0,2.0,2.0,Lightweight,SUB Triangle Choke,2.0,2:49,UFC Fight Night,2007-06-12 00:00:00.000,Thiago Tavares,1561,967,6,66,1556
"Hollywood, Florida, USA",Forrest Petz,Luigi Fioravanti,0.0,0.0,40.0,45.0,0.0,0.0,0.0,0.0,Welterweight,U-DEC,3.0,5:00,UFC Fight Night,2007-06-12 00:00:00.000,Forrest Petz,521,1383,10,69,520
"Hollywood, Florida, USA",Tamdan McCrory,Pete Spratt,0.0,0.0,8.0,19.0,2.0,0.0,2.0,0.0,Welterweight,SUB Triangle Choke,2.0,2:04,UFC Fight Night,2007-06-12 00:00:00.000,Tamdan McCrory,1538,1738,10,66,1533
"Hollywood, Florida, USA",Gleison Tibau,Jeff Cox,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,Lightweight,SUB Arm Triangle,1.0,1:52,UFC Fight Night,2007-06-12 00:00:00.000,Gleison Tibau,576,993,6,35,575
"Hollywood, Florida, USA",Anthony Johnson,Chad Reiner,1.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,Welterweight,KO/TKO Punches,1.0,0:13,UFC Fight Night,2007-06-12 00:00:00.000,Anthony Johnson,105,353,10,14,105
"Hollywood, Florida, USA",Nate Mohr,Luke Caudillo,0.0,1.0,70.0,28.0,0.0,0.0,0.0,0.0,Lightweight,U-DEC,3.0,5:00,UFC Fight Night,2007-06-12 00:00:00.000,Nate Mohr,1208,1394,6,69,1206
"Las Vegas, Nevada, USA",Quinton Jackson,Chuck Liddell,1.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,Light Heavyweight,KO/TKO Punch,1.0,1:53,UFC 71,2007-05-26 00:00:00.000,Quinton Jackson,1309,419,5,13,1305
"Las Vegas, Nevada, USA",Karo Parisyan,Joshua Burkman,0.0,0.0,54.0,16.0,2.0,2.0,0.0,0.0,Welterweight,U-DEC,3.0,5:00,UFC 71,2007-05-26 00:00:00.000,Karo Parisyan,895,1184,10,69,893
"Las Vegas, Nevada, USA",Terry Martin,Ivan Salaverry,0.0,0.0,7.0,5.0,1.0,0.0,0.0,0.0,Middleweight,KO/TKO,1.0,2:04,UFC 71,2007-05-26 00:00:00.000,Terry Martin,1552,899,7,3,1547
"Las Vegas, Nevada, USA",Houston Alexander,Keith Jardine,2.0,0.0,17.0,5.0,0.0,0.0,0.0,0.0,Light Heavyweight,KO/TKO Punch,1.0,0:48,UFC 71,2007-05-26 00:00:00.000,Houston Alexander,613,1262,5,13,612
"Las Vegas, Nevada, USA",Kalib Starnes,Chris Leben,0.0,0.0,47.0,44.0,2.0,0.0,0.0,0.0,Middleweight,U-DEC,3.0,5:00,UFC 71,2007-05-26 00:00:00.000,Kalib Starnes,887,397,7,69,885
"Las Vegas, Nevada, USA",Thiago Silva,James Irvin,0.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,Light Heavyweight,KO/TKO,1.0,1:06,UFC 71,2007-05-26 00:00:00.000,Thiago Silva,1560,935,5,3,1555
"Las Vegas, Nevada, USA",Alan Belcher,Sean Salmon,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,Light Heavyweight,SUB Guillotine Choke,1.0,0:53,UFC 71,2007-05-26 00:00:00.000,Alan Belcher,25,1972,5,43,25
"Las Vegas, Nevada, USA",Din Thomas,Jeremy Stephens,0.0,0.0,10.0,7.0,1.0,0.0,2.0,0.0,Lightweight,SUB Armbar,2.0,2:44,UFC 71,2007-05-26 00:00:00.000,Din Thomas,432,1010,6,36,431
"Las Vegas, Nevada, USA",Wilson Gouveia,Carmelo Marrero,1.0,0.0,18.0,1.0,0.0,0.0,1.0,0.0,Light Heavyweight,SUB Guillotine Choke,1.0,3:06,UFC 71,2007-05-26 00:00:00.000,Wilson Gouveia,1664,341,5,43,1659
"Manchester, England, United Kingdom",Gabriel Gonzaga,Mirko Filipovic,1.0,0.0,19.0,1.0,1.0,0.0,0.0,0.0,Heavyweight,KO/TKO Kick,1.0,4:51,UFC 70,2007-04-21 00:00:00.000,Gabriel Gonzaga,543,1599,4,9,542
"Manchester, England, United Kingdom",Andrei Arlovski,Fabricio Werdum,1.0,0.0,28.0,23.0,0.0,0.0,0.0,0.0,Heavyweight,U-DEC,3.0,5:00,UFC 70,2007-04-21 00:00:00.000,Andrei Arlovski,93,719,4,69,93
"Manchester, England, United Kingdom",Michael Bisping,Elvis Sinosic,0.0,1.0,36.0,8.0,1.0,0.0,0.0,2.0,Light Heavyweight,KO/TKO Punches,2.0,1:40,UFC 70,2007-04-21 00:00:00.000,Michael Bisping,1122,684,5,14,1120
"Manchester, England, United Kingdom",Lyoto Machida,David Heath,1.0,0.0,67.0,8.0,0.0,0.0,1.0,0.0,Light Heavyweight,U-DEC,3.0,5:00,UFC 70,2007-04-21 00:00:00.000,Lyoto Machida,1008,563,5,69,1006
"Manchester, England, United Kingdom",Cheick Kongo,Assuerio Silva,0.0,0.0,64.0,13.0,0.0,6.0,1.0,0.0,Heavyweight,M-DEC,3.0,5:00,UFC 70,2007-04-21 00:00:00.000,Cheick Kongo,262,187,4,19,261
"Manchester, England, United Kingdom",Terry Etim,Matt Grice,0.0,0.0,5.0,26.0,0.0,1.0,3.0,0.0,Lightweight,SUB Guillotine Choke,1.0,4:48,UFC 70,2007-04-21 00:00:00.000,Terry Etim,1551,1502,6,43,1546
"Manchester, England, United Kingdom",Junior Assuncao,David Lee,1.0,0.0,29.0,12.0,0.0,0.0,2.0,0.0,Lightweight,SUB Rear Naked Choke,2.0,1:55,UFC 70,2007-04-21 00:00:00.000,Junior Assuncao,863,566,6,58,862
"Manchester, England, United Kingdom",Alessio Sakara,Victor Valimaki,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,Light Heavyweight,KO/TKO Punch,1.0,1:44,UFC 70,2007-04-21 00:00:00.000,Alessio Sakara,41,2202,5,13,41
"Manchester, England, United Kingdom",Jess Liaudin,Dennis Siver,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,Welterweight,SUB Armbar,1.0,1:21,UFC 70,2007-04-21 00:00:00.000,Jess Liaudin,733,590,10,36,732
"Manchester, England, United Kingdom",Paul Taylor,Edilberto de Oliveira,1.0,0.0,78.0,46.0,0.0,0.0,0.0,0.0,Welterweight,KO/TKO Kick,3.0,0:37,UFC 70,2007-04-21 00:00:00.000,Paul Taylor,1277,665,10,9,1273
"Houston, Texas, USA",Matt Serra,Georges St-Pierre,2.0,0.0,20.0,6.0,0.0,0.0,0.0,0.0,Welterweight,KO/TKO Punches,1.0,3:25,UFC 69,2007-04-07 00:00:00.000,Matt Serra,1100,786,10,14,1098
"Houston, Texas, USA",Josh Koscheck,Diego Sanchez,0.0,0.0,30.0,12.0,1.0,0.0,0.0,0.0,Welterweight,U-DEC,3.0,5:00,UFC 69,2007-04-07 00:00:00.000,Josh Koscheck,838,610,10,69,837
"Houston, Texas, USA",Roger Huerta,Leonard Garcia,0.0,0.0,85.0,29.0,6.0,0.0,0.0,2.0,Lightweight,U-DEC,3.0,5:00,UFC 69,2007-04-07 00:00:00.000,Roger Huerta,1384,1346,6,69,1380
"Houston, Texas, USA",Yushin Okami,Mike Swick,0.0,0.0,28.0,28.0,4.0,0.0,2.0,0.0,Middleweight,U-DEC,3.0,5:00,UFC 69,2007-04-07 00:00:00.000,Yushin Okami,1686,1586,7,69,1681
"Houston, Texas, USA",Kendall Grove,Alan Belcher,0.0,0.0,41.0,8.0,1.0,1.0,2.0,0.0,Middleweight,SUB D'Arce Choke,2.0,4:42,UFC 69,2007-04-07 00:00:00.000,Kendall Grove,912,32,7,39,910
"Houston, Texas, USA",Heath Herring,Brad Imes,2.0,0.0,64.0,19.0,1.0,1.0,0.0,2.0,Heavyweight,U-DEC,3.0,5:00,UFC 69,2007-04-07 00:00:00.000,Heath Herring,601,246,4,69,600
"Houston, Texas, USA",Thales Leites,Pete Sell,0.0,0.0,56.0,3.0,3.0,0.0,4.0,2.0,Middleweight,U-DEC,3.0,5:00,UFC 69,2007-04-07 00:00:00.000,Thales Leites,1554,1737,7,69,1549
"Houston, Texas, USA",Marcus Davis,Pete Spratt,0.0,0.0,6.0,7.0,3.0,0.0,1.0,0.0,Welterweight,SUB Ankle Lock,2.0,2:57,UFC 69,2007-04-07 00:00:00.000,Marcus Davis,1050,1738,10,34,1048
"Houston, Texas, USA",Luke Cummo,Josh Haynes,1.0,0.0,38.0,9.0,0.0,1.0,0.0,0.0,Welterweight,KO/TKO Punches,2.0,2:45,UFC 69,2007-04-07 00:00:00.000,Luke Cummo,1002,1171,10,14,1000
"Las Vegas, Nevada, USA",Joe Stevenson,Melvin Guillard,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,Lightweight,SUB Guillotine Choke,1.0,0:27,UFC Fight Night,2007-04-05 00:00:00.000,Joe Stevenson,774,1537,6,43,773
"Las Vegas, Nevada, USA",Justin McCully,Antoni Hardonk,0.0,0.0,21.0,26.0,3.0,0.0,0.0,1.0,Heavyweight,U-DEC,3.0,5:00,UFC Fight Night,2007-04-05 00:00:00.000,Justin McCully,875,158,4,69,873
"Las Vegas, Nevada, USA",Kenny Florian,Dokonjonosuke Mishima,0.0,0.0,38.0,6.0,1.0,1.0,1.0,2.0,Lightweight,SUB Rear Naked Choke,3.0,3:57,UFC Fight Night,2007-04-05 00:00:00.000,Kenny Florian,915,617,6,58,913
"Las Vegas, Nevada, USA",Wilson Gouveia,Seth Petruzelli,0.0,0.0,17.0,8.0,1.0,1.0,1.0,0.0,Light Heavyweight,SUB Guillotine Choke,2.0,0:39,UFC Fight Night,2007-04-05 00:00:00.000,Wilson Gouveia,1664,1988,5,43,1659
"Las Vegas, Nevada, USA",Drew Fickett,Keita Nakamura,0.0,0.0,79.0,32.0,2.0,2.0,0.0,0.0,Welterweight,U-DEC,3.0,5:00,UFC Fight Night,2007-04-05 00:00:00.000,Drew Fickett,449,1259,10,69,448
"Las Vegas, Nevada, USA",Kurt Pellegrino,Nate Mohr,0.0,0.0,4.0,6.0,1.0,0.0,1.0,0.0,Lightweight,SUB Ankle Lock,1.0,2:58,UFC Fight Night,2007-04-05 00:00:00.000,Kurt Pellegrino,943,1635,6,34,941
"Las Vegas, Nevada, USA",Kuniyoshi Hironaka,Forrest Petz,0.0,0.0,26.0,7.0,5.0,0.0,1.0,0.0,Welterweight,U-DEC,3.0,5:00,UFC Fight Night,2007-04-05 00:00:00.000,Kuniyoshi Hironaka,941,737,10,69,939
"Las Vegas, Nevada, USA",Roan Carneiro,Rich Clementi,0.0,0.0,22.0,9.0,7.0,0.0,4.0,0.0,Welterweight,U-DEC,3.0,5:00,UFC Fight Night,2007-04-05 00:00:00.000,Roan Carneiro,1366,1818,10,69,1362
"Las Vegas, Nevada, USA",Thiago Tavares,Naoyuki Kotani,0.0,0.0,21.0,12.0,4.0,1.0,2.0,1.0,Lightweight,U-DEC,3.0,5:00,UFC Fight Night,2007-04-05 00:00:00.000,Thiago Tavares,1561,1626,6,69,1556
"Columbus, Ohio, USA",Randy Couture,Tim Sylvia,1.0,0.0,73.0,25.0,7.0,0.0,0.0,0.0,Heavyweight,U-DEC,5.0,5:00,UFC 68,2007-03-03 00:00:00.000,Randy Couture,1327,2123,4,69,1323
"Columbus, Ohio, USA",Martin Kampmann,Drew McFedries,0.0,1.0,15.0,16.0,1.0,0.0,1.0,0.0,Middleweight,SUB Arm Triangle,1.0,4:06,UFC 68,2007-03-03 00:00:00.000,Martin Kampmann,1078,640,7,35,1076
"Columbus, Ohio, USA",Rich Franklin,Jason MacDonald,0.0,0.0,49.0,16.0,1.0,1.0,0.0,0.0,Middleweight,KO/TKO,2.0,5:00,UFC 68,2007-03-03 00:00:00.000,Rich Franklin,1356,979,7,3,1352
"Columbus, Ohio, USA",Matt Hughes,Chris Lytle,0.0,0.0,13.0,5.0,2.0,0.0,3.0,3.0,Welterweight,U-DEC,3.0,5:00,UFC 68,2007-03-03 00:00:00.000,Matt Hughes,1095,399,10,69,1093
"Columbus, Ohio, USA",Jason Lambert,Renato Sobral,2.0,0.0,19.0,5.0,2.0,1.0,0.0,1.0,Light Heavyweight,KO/TKO Punch,2.0,3:36,UFC 68,2007-03-03 00:00:00.000,Jason Lambert,710,1801,5,13,709
"Columbus, Ohio, USA",Matt Hamill,Rex Holman,0.0,0.0,29.0,11.0,0.0,0.0,0.0,0.0,Light Heavyweight,KO/TKO Punches,1.0,4:00,UFC 68,2007-03-03 00:00:00.000,Matt Hamill,1093,1806,5,14,1091
"Columbus, Ohio, USA",Jon Fitch,Luigi Fioravanti,0.0,0.0,19.0,14.0,2.0,0.0,2.0,0.0,Welterweight,SUB Rear Naked Choke,2.0,3:05,UFC 68,2007-03-03 00:00:00.000,Jon Fitch,801,1383,10,58,800
"Columbus, Ohio, USA",Gleison Tibau,Jason Dent,0.0,0.0,36.0,12.0,5.0,0.0,1.0,0.0,Lightweight,U-DEC,3.0,5:00,UFC 68,2007-03-03 00:00:00.000,Gleison Tibau,576,971,6,69,575
"Columbus, Ohio, USA",Jamie Varner,Jason Gilliam,0.0,0.0,7.0,0.0,1.0,0.0,2.0,0.0,Lightweight,SUB Rear Naked Choke,1.0,1:34,UFC 68,2007-03-03 00:00:00.000,Jamie Varner,691,973,6,58,690
"Las Vegas, Nevada, USA",Anderson Silva,Travis Lutter,0.0,0.0,9.0,8.0,0.0,3.0,2.0,0.0,Middleweight,SUB Triangle Choke,2.0,2:11,UFC 67,2007-02-03 00:00:00.000,Anderson Silva,82,2161,7,66,82
"Las Vegas, Nevada, USA",Mirko Filipovic,Eddie Sanchez,1.0,0.0,20.0,5.0,0.0,0.0,0.0,0.0,Heavyweight,KO/TKO Punches,1.0,4:33,UFC 67,2007-02-03 00:00:00.000,Mirko Filipovic,1171,660,4,14,1169
"Las Vegas, Nevada, USA",Roger Huerta,John Halverson,0.0,0.0,13.0,1.0,1.0,0.0,0.0,0.0,Lightweight,KO/TKO Punches,1.0,0:19,UFC 67,2007-02-03 00:00:00.000,Roger Huerta,1384,1098,6,14,1380
"Las Vegas, Nevada, USA",Quinton Jackson,Marvin Eastman,1.0,0.0,45.0,15.0,0.0,0.0,0.0,0.0,Light Heavyweight,KO/TKO Punches,2.0,3:49,UFC 67,2007-02-03 00:00:00.000,Quinton Jackson,1309,1485,5,14,1305
"Las Vegas, Nevada, USA",Patrick Cote,Scott Smith,0.0,0.0,50.0,34.0,1.0,0.0,0.0,0.0,Middleweight,U-DEC,3.0,5:00,UFC 67,2007-02-03 00:00:00.000,Patrick Cote,1265,1963,7,69,1261
"Las Vegas, Nevada, USA",Terry Martin,Jorge Rivera,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,Middleweight,KO/TKO Punch,1.0,0:14,UFC 67,2007-02-03 00:00:00.000,Terry Martin,1552,1148,7,13,1547
"Las Vegas, Nevada, USA",Frankie Edgar,Tyson Griffin,0.0,0.0,55.0,38.0,8.0,3.0,0.0,4.0,Lightweight,U-DEC,3.0,5:00,UFC 67,2007-02-03 00:00:00.000,Frankie Edgar,536,2177,6,69,535
"Las Vegas, Nevada, USA",Lyoto Machida,Sam Hoger,1.0,0.0,62.0,11.0,4.0,1.0,0.0,0.0,Light Heavyweight,U-DEC,3.0,5:00,UFC 67,2007-02-03 00:00:00.000,Lyoto Machida,1008,1939,5,69,1006
"Las Vegas, Nevada, USA",Dustin Hazelett,Diego Saraiva,0.0,0.0,44.0,14.0,1.0,4.0,1.0,0.0,Lightweight,U-DEC,3.0,5:00,UFC 67,2007-02-03 00:00:00.000,Dustin Hazelett,454,611,6,69,453
"Hollywood, Florida, USA",Rashad Evans,Sean Salmon,1.0,0.0,13.0,10.0,0.0,2.0,0.0,0.0,Light Heavyweight,KO/TKO Kick,2.0,1:06,UFC Fight Night,2007-01-25 00:00:00.000,Rashad Evans,1334,1972,5,9,1330
"Hollywood, Florida, USA",Jake O'Brien,Heath Herring,0.0,1.0,13.0,11.0,6.0,1.0,1.0,1.0,Heavyweight,U-DEC,3.0,5:00,UFC Fight Night,2007-01-25 00:00:00.000,Jake O'Brien,672,841,4,69,671
"Hollywood, Florida, USA",Hermes Franca,Spencer Fisher,0.0,0.0,25.0,24.0,2.0,0.0,2.0,0.0,Lightweight,KO/TKO Punch,2.0,4:03,UFC Fight Night,2007-01-25 00:00:00.000,Hermes Franca,611,2028,6,13,610
"Hollywood, Florida, USA",Nate Marquardt,Dean Lister,4.0,0.0,53.0,18.0,2.0,0.0,0.0,0.0,Middleweight,U-DEC,3.0,5:00,UFC Fight Night,2007-01-25 00:00:00.000,Nate Marquardt,1207,578,7,69,1205
"Hollywood, Florida, USA",Joshua Burkman,Chad Reiner,0.0,0.0,27.0,6.0,9.0,1.0,0.0,2.0,Welterweight,U-DEC,3.0,5:00,UFC Fight Night,2007-01-25 00:00:00.000,Joshua Burkman,846,353,10,69,845
"Hollywood, Florida, USA",Ed Herman,Chris Price,0.0,0.0,5.0,5.0,1.0,0.0,1.0,1.0,Middleweight,SUB Armbar,1.0,2:58,UFC Fight Night,2007-01-25 00:00:00.000,Ed Herman,465,400,7,36,464
"Hollywood, Florida, USA",Din Thomas,Clay Guida,0.0,0.0,33.0,33.0,0.0,5.0,1.0,0.0,Lightweight,U-DEC,3.0,5:00,UFC Fight Night,2007-01-25 00:00:00.000,Din Thomas,432,429,6,69,431
"Hollywood, Florida, USA",Rich Clementi,Ross Pointon,0.0,0.0,23.0,23.0,1.0,0.0,1.0,0.0,Welterweight,SUB Rear Naked Choke,2.0,4:53,UFC Fight Night,2007-01-25 00:00:00.000,Rich Clementi,1355,1898,10,58,1351
"Las Vegas, Nevada, USA",Chuck Liddell,Tito Ortiz,1.0,0.0,49.0,21.0,0.0,1.0,0.0,0.0,Light Heavyweight,KO/TKO Punches,3.0,3:59,UFC 66,2006-12-30 00:00:00.000,Chuck Liddell,296,2128,5,14,295
"Las Vegas, Nevada, USA",Keith Jardine,Forrest Griffin,0.0,0.0,36.0,17.0,0.0,0.0,0.0,0.0,Light Heavyweight,KO/TKO Punches,1.0,4:41,UFC 66,2006-12-30 00:00:00.000,Keith Jardine,907,736,5,14,905
"Las Vegas, Nevada, USA",Jason MacDonald,Chris Leben,0.0,0.0,9.0,15.0,1.0,2.0,1.0,0.0,Middleweight,SUB Guillotine Choke,2.0,4:03,UFC 66,2006-12-30 00:00:00.000,Jason MacDonald,711,397,7,43,710
"Las Vegas, Nevada, USA",Andrei Arlovski,Marcio Cruz,0.0,0.0,7.0,0.0,0.0,0.0,1.0,2.0,Heavyweight,KO/TKO Punches,1.0,3:15,UFC 66,2006-12-30 00:00:00.000,Andrei Arlovski,93,1440,4,14,93
"Las Vegas, Nevada, USA",Michael Bisping,Eric Schafer,0.0,0.0,19.0,3.0,0.0,3.0,0.0,2.0,Light Heavyweight,KO/TKO Punches,1.0,4:24,UFC 66,2006-12-30 00:00:00.000,Michael Bisping,1122,692,5,14,1120
"Las Vegas, Nevada, USA",Thiago Alves,Tony DeSouza,2.0,0.0,26.0,1.0,0.0,0.0,1.0,0.0,Welterweight,KO/TKO Knee,2.0,1:10,UFC 66,2006-12-30 00:00:00.000,Thiago Alves,1556,2146,10,11,1551
"Las Vegas, Nevada, USA",Gabriel Gonzaga,Carmelo Marrero,0.0,0.0,4.0,1.0,1.0,0.0,3.0,0.0,Heavyweight,SUB Armbar,1.0,3:22,UFC 66,2006-12-30 00:00:00.000,Gabriel Gonzaga,543,341,4,36,542
"Las Vegas, Nevada, USA",Yushin Okami,Rory Singer,0.0,0.0,35.0,28.0,3.0,0.0,0.0,0.0,Middleweight,KO/TKO Punches,3.0,4:03,UFC 66,2006-12-30 00:00:00.000,Yushin Okami,1686,1894,7,14,1681
"Las Vegas, Nevada, USA",Christian Wellisch,Anthony Perosh,1.0,1.0,61.0,48.0,1.0,3.0,0.0,0.0,Heavyweight,U-DEC,3.0,5:00,UFC 66,2006-12-30 00:00:00.000,Christian Wellisch,294,150,4,69,293
"San Diego, California, USA",Diego Sanchez,Joe Riggs,2.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,Welterweight,KO/TKO Flying Knee,1.0,1:45,UFC Fight Night,2006-12-13 00:00:00.000,Diego Sanchez,431,1073,10,6,430
"San Diego, California, USA",Josh Koscheck,Jeff Joslin,0.0,0.0,14.0,18.0,6.0,0.0,1.0,1.0,Welterweight,U-DEC,3.0,5:00,UFC Fight Night,2006-12-13 00:00:00.000,Josh Koscheck,838,997,10,69,837
"San Diego, California, USA",Karo Parisyan,Drew Fickett,0.0,0.0,56.0,47.0,3.0,1.0,0.0,0.0,Welterweight,U-DEC,3.0,5:00,UFC Fight Night,2006-12-13 00:00:00.000,Karo Parisyan,895,639,10,69,893
"San Diego, California, USA",Marcus Davis,Shonie Carter,1.0,0.0,54.0,27.0,1.0,0.0,2.0,0.0,Welterweight,U-DEC,3.0,5:00,UFC Fight Night,2006-12-13 00:00:00.000,Marcus Davis,1050,2016,10,69,1048
"San Diego, California, USA",David Heath,Victor Valimaki,0.0,0.0,44.0,66.0,0.0,1.0,0.0,0.0,Light Heavyweight,S-DEC,3.0,5:00,UFC Fight Night,2006-12-13 00:00:00.000,David Heath,398,2202,5,32,397
"San Diego, California, USA",Alan Belcher,Jorge Santiago,1.0,0.0,29.0,14.0,1.0,0.0,2.0,3.0,Middleweight,KO/TKO Kick,3.0,2:45,UFC Fight Night,2006-12-13 00:00:00.000,Alan Belcher,25,1149,7,9,25
"San Diego, California, USA",Luigi Fioravanti,Dave Menne,1.0,0.0,23.0,8.0,1.0,0.0,0.0,2.0,Welterweight,KO/TKO Punches,1.0,4:44,UFC Fight Night,2006-12-13 00:00:00.000,Luigi Fioravanti,995,553,10,14,993
"San Diego, California, USA",Brock Larson,Keita Nakamura,0.0,0.0,22.0,16.0,5.0,0.0,0.0,1.0,Welterweight,U-DEC,3.0,5:00,UFC Fight Night,2006-12-13 00:00:00.000,Brock Larson,204,1259,10,69,203
"San Diego, California, USA",Logan Clark,Steve Byrnes,0.0,0.0,40.0,18.0,0.0,3.0,2.0,4.0,Middleweight,U-DEC,3.0,5:00,UFC Fight Night,2006-12-13 00:00:00.000,Logan Clark,979,2040,7,69,977
"Sacramento, California, USA",Georges St-Pierre,Matt Hughes,2.0,0.0,45.0,10.0,1.0,0.0,0.0,0.0,Welterweight,KO/TKO Kick,2.0,1:25,UFC 65,2006-11-18 00:00:00.000,Georges St-Pierre,561,1506,10,9,560
"Sacramento, California, USA",Tim Sylvia,Jeff Monson,0.0,0.0,49.0,12.0,0.0,1.0,1.0,2.0,Heavyweight,U-DEC,5.0,5:00,UFC 65,2006-11-18 00:00:00.000,Tim Sylvia,1572,998,4,69,1567
"Sacramento, California, USA",Drew McFedries,Alessio Sakara,1.0,0.0,30.0,32.0,1.0,0.0,0.0,0.0,Light Heavyweight,KO/TKO Punches,1.0,4:07,UFC 65,2006-11-18 00:00:00.000,Drew McFedries,450,54,5,14,449
"Sacramento, California, USA",Brandon Vera,Frank Mir,0.0,0.0,15.0,2.0,0.0,0.0,0.0,0.0,Heavyweight,KO/TKO Punches,1.0,1:09,UFC 65,2006-11-18 00:00:00.000,Brandon Vera,190,750,4,14,189
"Sacramento, California, USA",Joe Stevenson,Dokonjonosuke Mishima,0.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,Lightweight,SUB Guillotine Choke,1.0,2:07,UFC 65,2006-11-18 00:00:00.000,Joe Stevenson,774,617,6,43,773
"Sacramento, California, USA",Nick Diaz,Gleison Tibau,0.0,0.0,24.0,0.0,0.0,0.0,1.0,1.0,Welterweight,KO/TKO Punches,2.0,2:27,UFC 65,2006-11-18 00:00:00.000,Nick Diaz,1219,806,10,14,1217
